surveyId,Elevation
259140,23.0
259145,60.0
259154,851.0
259164,10.0
259223,11.0
259254,6.0
259262,1273.0
259290,11.0
259379,8.0
259477,9.0
259530,2008.0
259536,10.0
259693,21.0
259707,26.0
259717,33.0
259846,8.0
259859,996.0
259872,15.0
259914,6.0
259931,400.0
259962,508.0
259978,12.0
259990,11.0
260104,677.0
260148,4.0
260154,38.0
260156,339.0
260179,99.0
260183,10.0
260315,21.0
260329,64.0
260341,87.0
260471,7.0
260531,299.0
260624,8.0
260629,9.0
260651,9.0
260656,68.0
260658,713.0
260678,5.0
260698,22.0
260769,32.0
260784,16.0
260822,6.0
260894,251.0
260899,31.0
260994,6.0
260998,34.0
261085,1815.0
261126,933.0
261173,13.0
261191,10.0
261208,9.0
261258,14.0
261339,11.0
261345,17.0
261351,13.0
261370,9.0
261387,9.0
261411,30.0
261520,9.0
261527,9.0
261542,139.0
261632,23.0
261722,325.0
261878,108.0
261927,7.0
261965,5.0
261986,955.0
262002,3.0
262032,63.0
262107,15.0
262232,49.0
262272,473.0
262324,7.0
262334,635.0
262374,11.0
262403,11.0
262436,24.0
262470,2094.0
262493,8.0
262501,13.0
262549,7.0
262588,45.0
262622,24.0
262722,10.0
262754,13.0
262840,20.0
262884,45.0
262936,909.0
263020,10.0
263026,13.0
263128,60.0
263169,7.0
263250,8.0
263299,157.0
263311,626.0
263339,7.0
263346,4.0
263361,8.0
263369,1.25
263396,12.0
263413,24.0
263438,11.0
263447,35.0
263489,245.0
263582,29.0
263583,6.0
263697,8.0
263720,11.0
263763,1.0
263776,32.0
263792,8.0
263876,44.0
263978,6.0
264004,1008.0
264107,62.0
264169,0.0
264186,47.0
264307,145.0
264399,70.0
264528,42.0
264543,66.0
264572,5.0
264577,33.0
264638,90.0
264675,8.0
264686,29.0
264843,11.0
264894,5.0
264898,37.0
264927,9.0
264957,515.0
265009,393.0
265092,406.0
265111,9.0
265114,645.0
265125,40.0
265152,15.0
265193,7.0
265217,45.0
265242,41.0
265302,4.0
265356,23.0
265397,66.0
265430,6.0
265481,11.0
265508,7.0
265552,70.0
265570,12.0
265587,45.0
265633,263.0
265647,24.0
265698,27.0
265729,243.0
265793,6.0
265794,34.0
265797,15.0
265886,4.25
265953,52.0
266068,14.0
266180,13.0
266261,21.0
266367,12.0
266404,1956.0
266408,13.0
266538,325.0
266542,41.0
266648,1303.0
266695,6.0
266717,8.0
266762,6.0
266765,6.0
266770,104.0
266776,6.0
266848,696.0
266915,79.0
266926,6.0
266931,10.0
266989,8.0
267008,7.0
267064,70.0
267093,21.0
267146,50.0
267192,10.0
267194,12.0
267351,7.0
267365,7.0
267424,13.0
267438,4.0
267476,8.0
267493,252.0
267523,11.0
267568,36.0
267663,10.0
267667,52.0
267707,64.0
267780,61.0
267825,695.0
267859,337.0
267881,6.0
267983,555.0
268007,5.0
268033,14.0
268045,10.0
268115,25.0
268157,7.0
268192,2497.0
268535,4.0
268574,7.0
268607,72.0
268613,58.0
268676,136.0
268739,11.0
268805,23.0
268821,60.0
268849,14.0
268915,50.0
269011,284.0
269032,0.0
269056,5.0
269057,12.0
269077,576.0
269114,27.0
269282,121.0
269388,308.0
269395,30.0
269454,12.0
269560,415.0
269654,3.0
269661,139.0
269662,26.0
269672,14.0
269682,30.0
269694,16.0
269729,12.0
269747,17.0
269772,37.0
269787,70.0
269788,10.0
269841,66.0
269892,33.0
269926,0.0
269929,1350.0
269941,15.0
269983,4.0
270036,387.0
270051,22.0
270064,6.0
270070,227.0
270151,32.0
270215,12.0
270357,30.0
270385,8.0
270543,45.0
270635,52.0
270656,17.0
270740,1776.0
270777,24.0
270850,11.0
270901,74.0
270983,47.0
271010,318.0
271083,53.0
271110,699.0
271138,8.0
271191,10.0
271217,16.0
271243,7.0
271286,759.0
271318,27.0
271343,35.0
271391,4.0
271398,12.0
271406,581.0
271478,58.0
271496,59.0
271533,8.0
271536,11.0
271550,7.0
271611,5.0
271622,136.0
271654,13.0
271660,10.0
271696,26.0
271724,1163.0
271725,5.0
271816,37.0
271839,121.0
271869,10.0
271914,10.0
271965,0.0
271971,8.0
271973,8.0
271976,407.0
271997,12.0
272020,12.0
272074,6.0
272081,6.0
272191,42.0
272215,31.0
272224,23.0
272232,138.0
272261,16.0
272288,193.0
272328,4.0
272336,10.0
272432,6.0
272487,8.0
272507,759.0
272571,6.0
272617,12.0
272694,10.0
272700,150.0
272736,39.0
272784,7.0
272790,72.0
272840,5.0
272887,6.0
272931,35.0
272937,42.0
273033,8.0
273050,11.0
273085,34.0
273108,32.0
273196,9.0
273254,10.0
273274,37.0
273292,48.0
273388,11.0
273530,7.0
273592,21.0
273607,13.0
273666,8.0
273691,16.0
273789,8.0
273827,11.0
273854,6.0
273856,6.0
273869,10.0
273874,16.0
273928,49.0
274018,46.0
274111,12.0
274140,7.0
274192,13.0
274195,10.0
274247,14.0
274265,1302.0
274286,81.0
274404,31.0
274454,114.0
274489,34.0
274600,2.0
274603,27.0
274611,11.0
274639,145.0
274762,8.0
274772,9.0
274779,145.0
274847,13.0
274898,34.0
274917,137.0
274936,47.0
274969,40.0
274985,16.0
275034,9.0
275108,29.0
275111,9.0
275129,13.0
275131,7.0
275173,9.0
275188,236.0
275372,9.0
275459,8.0
275537,13.0
275547,544.0
275644,11.0
275667,8.0
275674,31.0
275679,9.0
275694,23.0
275784,10.0
275815,13.0
275818,21.0
275838,17.0
275841,10.0
275869,73.0
275904,9.0
275931,12.0
275966,263.0
275972,41.0
276071,773.0
276169,8.0
276179,32.0
276182,812.0
276209,8.0
276218,502.0
276222,107.0
276339,11.0
276346,15.0
276388,1966.0
276399,36.0
276438,19.0
276582,333.0
276632,5.0
276710,11.0
276812,8.0
276817,239.0
276941,30.0
277093,79.0
277106,8.0
277114,11.0
277149,342.0
277205,5.0
277323,29.0
277331,17.0
277335,12.0
277438,4.0
277449,86.0
277461,14.0
277477,34.0
277539,11.0
277551,16.0
277559,74.0
277578,17.0
277615,12.0
277627,238.0
277628,54.0
277636,197.0
277646,352.0
277657,16.0
277675,18.0
277837,41.0
277882,10.0
277946,337.0
278022,7.0
278089,52.0
278109,11.0
278110,11.0
278322,51.0
278366,1390.0
278389,181.0
278409,7.0
278415,23.0
278424,17.0
278470,36.0
278532,6.0
278558,35.0
278567,468.0
278623,40.0
278643,9.0
278704,15.0
278714,15.0
278755,392.0
278804,6.0
278809,47.0
278845,47.0
278920,61.0
278963,111.0
278978,7.0
278979,6.0
279026,5.0
279035,11.0
279036,13.0
279047,25.0
279157,15.0
279247,58.0
279251,29.0
279283,36.0
279404,62.0
279439,25.0
279480,30.0
279548,9.0
279579,8.0
279594,31.0
279609,55.0
279651,57.0
279672,6.0
279745,214.0
279791,17.0
279812,20.0
279838,65.0
279842,5.0
279847,9.0
279869,12.0
279888,83.0
279889,40.0
280034,317.0
280121,1377.0
280153,22.0
280164,2056.0
280184,224.0
280228,7.0
280257,11.0
280277,7.0
280379,145.0
280384,337.0
280492,8.0
280502,27.0
280551,13.0
280574,95.0
280630,16.0
280664,814.0
280693,839.0
280731,11.0
280736,7.0
280782,8.0
280784,9.0
280828,22.0
280838,561.0
280902,9.0
280907,47.0
280914,69.0
281000,66.0
281025,27.0
281027,5.0
281069,12.0
281074,44.0
281133,7.0
281190,63.0
281207,66.0
281278,8.0
281370,348.0
281395,8.0
281442,7.0
281451,22.0
281458,7.0
281559,50.0
281578,237.0
281635,859.0
281649,160.0
281703,8.0
281775,36.0
281777,7.0
281791,12.0
281861,267.0
281961,11.0
281965,12.0
281981,27.0
281990,54.0
282040,69.0
282076,212.0
282086,6.0
282098,48.0
282118,25.0
282138,99.0
282152,7.0
282211,37.0
282220,13.0
282257,4.0
282331,6.0
282350,23.0
282458,77.0
282504,21.0
282537,12.0
282568,32.0
282742,10.0
282744,8.0
282748,4.0
282804,10.0
282805,31.0
282847,570.0
282913,899.0
282942,65.0
282961,208.0
283061,28.0
283178,592.0
283347,76.0
283355,95.0
283481,4.0
283513,76.0
283550,8.0
283558,20.0
283614,11.0
283696,23.0
283720,12.0
283759,393.0
283829,7.0
283839,20.0
283861,139.0
283883,41.0
283921,42.0
283949,26.0
283986,23.0
283989,4.0
284022,9.0
284047,19.0
284049,7.0
284105,99.0
284109,8.0
284191,14.0
284269,6.0
284305,110.0
284375,24.0
284436,5.0
284465,5.0
284477,19.0
284555,11.0
284651,6.0
284754,12.0
284779,7.0
284805,31.0
284902,294.0
284936,100.0
285038,16.0
285046,7.0
285076,46.0
285084,5.0
285209,5.0
285254,7.0
285269,12.0
285308,18.0
285409,85.0
285516,6.0
285522,2529.0
285529,13.0
285641,45.0
285644,273.0
285670,6.0
285706,53.0
285751,7.0
285760,7.0
285781,26.0
285812,38.0
285864,18.0
285881,6.0
285886,7.0
286069,10.0
286135,17.0
286142,6.0
286143,21.0
286171,48.0
286176,11.0
286259,841.0
286278,12.0
286319,17.0
286368,6.0
286370,471.0
286430,24.0
286439,16.0
286473,8.0
286507,10.0
286543,85.0
286572,29.0
286585,16.0
286600,7.0
286624,67.0
286675,8.0
286772,11.0
286885,124.0
286935,10.0
286951,825.0
286960,20.0
286973,30.0
286982,50.0
287049,7.0
287050,46.0
287056,13.0
287069,21.0
287092,17.0
287140,6.0
287179,116.0
287207,19.0
287243,21.0
287289,33.0
287315,9.0
287478,246.0
287493,15.0
287494,294.0
287533,63.0
287554,0.0
287565,5.0
287586,548.0
287622,31.0
287635,60.0
287663,39.0
287882,10.0
287912,42.0
287936,371.0
287943,14.0
287950,19.0
287966,33.0
287979,11.0
288002,23.0
288071,34.0
288111,33.0
288133,4.0
288149,9.0
288161,1218.0
288204,8.0
288315,362.0
288350,16.0
288438,10.0
288481,8.0
288523,16.0
288534,219.0
288580,246.0
288609,53.0
288659,12.0
288703,69.0
288704,22.0
288706,4.0
288748,42.0
288805,7.0
288816,9.0
288824,14.0
288861,3.0
288877,621.0
288880,14.0
288886,17.0
288888,62.0
288918,7.0
288926,11.0
288993,118.0
288996,282.0
289073,23.0
289081,8.0
289092,27.0
289097,2.0
289151,17.0
289201,7.0
289267,6.0
289356,79.0
289424,6.0
289474,56.0
289504,286.0
289507,68.0
289509,38.0
289536,20.0
289557,9.0
289594,8.0
289636,9.0
289699,31.0
289808,15.0
289942,10.0
289970,120.0
290014,75.0
290019,162.0
290020,21.0
290025,18.0
290060,12.0
290249,9.0
290257,8.0
290307,21.0
290479,8.0
290637,21.0
290673,223.0
290720,84.0
290767,13.0
290839,13.0
290847,617.0
290850,780.0
290885,9.0
290886,6.0
290990,7.0
291000,14.0
291034,134.0
291117,730.0
291123,35.0
291214,58.0
291218,58.0
291236,7.0
291247,16.0
291318,8.0
291320,63.0
291324,4.0
291384,10.0
291412,13.0
291448,21.0
291541,30.0
291640,72.0
291674,420.0
291682,8.0
291684,106.0
291733,11.0
291758,15.0
291792,91.0
291793,53.0
291809,270.0
291818,18.0
291873,7.0
291877,6.0
292016,3.0
292030,0.0
292068,413.0
292076,31.0
292213,13.0
292235,131.0
292244,9.0
292248,5.0
292309,5.0
292436,38.0
292511,6.0
292575,12.0
292606,26.0
292625,31.0
292639,23.0
292696,6.0
292709,10.0
292749,1083.0
293027,59.0
293037,561.0
293065,4.0
293155,7.0
293166,11.0
293254,10.0
293282,5.0
293352,4.0
293386,8.0
293463,11.0
293516,17.0
293592,6.0
293601,7.0
293627,8.0
293675,21.0
293699,6.0
293710,9.0
293726,5.0
293783,13.0
293823,10.0
293925,7.0
293976,21.0
294048,15.0
294114,401.0
294191,1124.0
294225,12.0
294253,17.0
294266,7.0
294374,5.0
294390,26.0
294413,132.0
294422,63.0
294484,312.0
294489,380.0
294494,513.0
294505,0.0
294514,212.0
294607,26.0
294621,21.0
294738,9.0
294835,280.0
294848,32.0
294949,18.0
294986,24.0
294994,7.0
294998,43.0
295024,484.0
295083,97.0
295159,60.0
295187,16.0
295222,929.0
295571,363.0
295664,24.0
295695,9.0
295761,13.0
295767,66.0
295911,27.0
295912,278.0
295936,7.0
295951,13.0
295968,85.0
295973,14.0
295997,15.0
296090,56.0
296191,52.0
296241,42.0
296285,21.0
296392,12.0
296436,11.0
296547,18.0
296627,37.0
296662,8.0
296692,113.0
296759,7.0
296861,7.0
296914,10.0
296947,527.0
296963,311.0
297020,92.0
297344,11.0
297375,44.0
297380,24.0
297418,11.0
297499,19.0
297584,9.0
297601,8.0
297608,7.0
297618,36.0
297655,23.0
297686,10.0
297723,11.0
297739,11.0
297743,13.0
297801,11.0
297830,42.0
297852,9.0
297859,36.0
297862,80.0
297863,6.0
297893,8.0
297901,28.0
298039,17.0
298081,1463.0
298133,27.0
298160,4.0
298171,14.0
298221,27.0
298270,20.0
298276,15.0
298302,92.0
298349,181.0
298401,214.0
298444,71.0
298451,9.0
298489,25.0
298514,2244.0
298552,6.0
298632,9.0
298715,23.0
298785,11.0
298821,814.0
298832,132.0
298850,418.0
298928,7.0
299056,14.0
299070,258.0
299082,32.0
299117,1230.0
299120,400.0
299158,10.0
299272,11.0
299474,81.0
299491,15.0
299517,2070.0
299579,18.0
299606,28.0
299614,3.0
299678,289.0
299690,7.0
299805,1572.0
299824,33.0
299921,23.0
300054,29.0
300072,12.0
300075,9.0
300090,11.0
300100,178.0
300138,78.0
300241,801.0
300271,885.0
300278,186.0
300306,169.0
300348,4.0
300423,16.0
300431,82.0
300499,58.0
300557,4.0
300642,437.0
300646,334.0
300669,15.0
300826,9.0
300844,59.0
300923,5.0
300960,21.0
300986,67.0
301045,15.0
301171,10.0
301184,15.0
301185,889.0
301283,6.0
301349,10.0
301397,11.0
301451,11.0
301501,40.0
301503,18.0
301519,7.0
301623,4.0
301626,800.0
301644,33.0
301668,773.0
301705,12.0
301774,15.0
301781,31.0
301811,4.0
301907,10.0
301990,36.0
302000,52.0
302035,9.0
302113,0.0
302156,12.0
302213,9.0
302274,20.0
302402,43.0
302407,5.0
302455,31.0
302463,16.0
302539,10.0
302549,171.0
302608,11.0
302635,9.0
302684,419.0
302706,342.0
302757,37.0
302773,8.0
302878,27.0
302910,8.0
302950,2286.0
302990,4.0
302995,13.0
303005,14.0
303035,240.0
303038,9.0
303201,78.0
303243,1031.0
303251,9.0
303470,30.0
303474,1236.0
303505,53.0
303551,17.0
303592,51.0
303650,6.0
303655,40.0
303729,50.0
303742,58.0
303854,5.0
304050,82.0
304149,32.0
304172,10.0
304174,54.0
304198,17.0
304217,7.0
304245,47.0
304253,28.0
304348,311.0
304350,45.0
304386,104.0
304450,14.0
304461,136.0
304463,22.0
304504,14.0
304567,59.0
304569,9.0
304582,29.0
304621,47.0
304704,35.0
304762,12.0
304789,6.0
304855,122.0
304882,10.0
304941,185.0
304963,8.0
305031,677.0
305077,14.0
305171,12.0
305187,33.0
305202,42.0
305286,142.0
305292,24.0
305370,41.0
305388,53.0
305550,7.0
305611,44.0
305618,18.0
305652,83.0
305662,12.0
305665,13.0
305668,39.0
305734,9.0
305755,907.0
305873,2.0
305904,14.0
305937,9.0
305961,9.0
305995,10.0
306004,13.0
306013,12.0
306034,76.0
306048,590.0
306087,28.0
306119,72.0
306179,262.0
306197,15.0
306203,2.0
306221,12.0
306223,14.0
306278,5.0
306327,7.0
306424,26.0
306426,14.0
306490,451.0
306537,9.0
306551,96.0
306555,9.0
306578,9.0
306608,9.0
306648,7.0
306655,261.0
306766,127.0
306779,10.0
306824,9.0
306910,12.0
306914,16.0
306963,17.0
307034,20.0
307079,6.0
307080,35.0
307096,76.0
307130,18.0
307149,39.0
307160,0.0
307237,8.0
307265,23.0
307367,313.0
307383,23.0
307478,7.0
307498,45.0
307566,8.0
307664,48.0
307673,4.0
307700,41.0
307732,50.0
307760,20.0
307769,13.0
307827,27.0
307839,40.0
307867,20.0
307897,317.0
307917,42.0
307964,8.0
307972,7.0
308022,64.0
308142,13.0
308175,47.0
308194,12.0
308285,4.0
308321,24.0
308328,22.0
308499,4.0
308515,60.0
308545,4.0
308595,0.0
308632,12.0
308708,6.0
308806,597.0
308836,902.0
308859,15.0
308866,23.0
308881,107.0
308936,313.0
308989,16.0
309102,6.0
309174,456.0
309191,4.0
309203,191.0
309252,786.0
309365,8.0
309395,1810.0
309472,8.0
309569,54.0
309625,15.0
309722,47.0
309735,19.0
309779,4.25
309814,646.0
309818,54.0
309831,6.0
309846,870.0
309996,34.0
310061,7.0
310100,8.0
310106,10.0
310222,13.0
310231,316.0
310296,1327.0
310307,29.0
310369,19.0
310370,25.0
310372,21.0
310393,13.0
310621,16.0
310789,105.0
310823,12.0
310848,16.0
310960,60.0
310985,6.0
310987,227.0
311024,202.0
311069,10.0
311126,9.0
311172,5.0
311178,163.0
311199,7.0
311202,10.0
311203,12.0
311233,447.0
311344,689.0
311378,7.0
311394,165.0
311413,48.0
311463,7.0
311464,67.0
311546,32.0
311636,3.0
311690,49.0
311736,17.0
311747,404.0
311768,53.0
311823,7.0
311886,8.0
311889,7.0
311965,166.0
312040,36.0
312074,218.0
312123,15.0
312141,48.0
312172,273.0
312252,33.0
312404,12.0
312428,7.0
312453,17.0
312465,15.0
312481,20.0
312488,9.0
312522,11.0
312540,29.0
312589,8.0
312610,8.0
312612,37.0
312660,547.0
312721,13.0
312737,102.0
312762,1696.0
312789,1836.0
312841,14.0
312845,15.0
312852,1261.0
312861,148.0
312895,66.0
313100,2152.0
313116,19.0
313254,65.0
313283,35.0
313319,74.0
313359,14.0
313374,6.0
313423,7.0
313502,6.0
313507,1200.0
313574,9.0
313577,10.0
313657,36.0
313738,7.0
313795,37.0
313823,930.0
313845,16.0
313872,14.0
313967,8.0
314009,275.0
314021,34.0
314135,15.0
314153,9.0
314157,34.0
314171,182.0
314231,5.0
314406,27.0
314444,214.0
314470,22.0
314514,3.0
314567,48.0
314618,63.0
314625,6.0
314652,67.0
314709,9.0
314729,92.0
314775,10.0
314837,294.0
314918,32.0
314953,5.0
315042,76.0
315063,30.0
315101,67.0
315132,3.0
315191,35.0
315201,38.0
315323,33.0
315348,28.0
315375,17.0
315378,6.0
315411,8.0
315446,354.0
315599,80.0
315648,3.0
315652,6.0
315682,10.0
315707,16.0
315715,142.0
315749,323.0
315797,37.0
315871,128.0
315893,507.0
315913,59.0
315996,226.0
316014,1215.0
316052,4.0
316065,213.0
316106,330.0
316270,81.0
316297,5.0
316362,10.0
316366,8.0
316409,28.0
316417,52.0
316434,14.0
316448,6.0
316532,6.0
316566,20.0
316570,11.0
316602,6.0
316644,892.0
316681,16.0
316708,9.0
316733,165.0
316756,37.0
316760,12.0
316801,23.0
316818,70.0
316834,10.0
316879,6.0
316926,555.0
316933,9.0
316966,44.0
317023,43.0
317035,9.0
317045,7.0
317065,5.0
317104,123.0
317131,473.0
317164,13.0
317186,5.0
317188,9.0
317194,42.0
317205,8.0
317246,13.0
317274,6.0
317297,42.0
317348,15.0
317396,33.0
317406,52.0
317442,12.0
317463,36.0
317497,6.0
317659,13.0
317686,39.0
317843,40.0
317942,24.0
317950,70.0
317963,30.0
317965,58.0
317991,8.0
317997,42.0
318012,13.0
318150,13.0
318254,14.0
318297,7.0
318356,9.0
318370,10.0
318374,8.0
318487,328.0
318566,19.0
318583,8.0
318585,134.0
318599,468.0
318627,375.0
318644,52.0
318679,97.0
318699,30.0
318721,26.0
318740,706.0
318749,242.0
318795,15.0
318862,8.0
318939,8.0
318992,8.0
319058,39.0
319091,1052.0
319112,37.0
319138,9.0
319196,12.0
319280,7.0
319296,10.0
319357,40.0
319436,15.0
319442,14.0
319460,228.0
319513,410.0
319529,13.0
319609,127.0
319643,14.0
319710,465.0
319793,84.0
319822,13.0
319920,353.0
319968,798.0
319980,12.0
320001,21.0
320113,5.0
320164,317.0
320193,103.0
320274,20.0
320284,611.0
320332,13.0
320368,10.0
320396,8.0
320499,10.0
320586,10.0
320647,588.0
320681,5.0
320686,5.0
320702,6.0
320742,18.0
320779,41.0
320805,22.0
320849,292.0
320898,9.0
320993,306.0
321017,19.0
321082,13.0
321123,83.0
321134,9.0
321300,77.0
321386,11.0
321406,6.0
321454,407.0
321475,39.0
321486,16.0
321492,24.0
321551,5.0
321612,29.0
321635,14.0
321643,152.0
321758,27.0
321826,7.0
321828,17.0
321845,29.0
321922,6.0
321951,7.0
322039,8.0
322041,5.0
322114,79.0
322174,49.0
322203,13.0
322366,7.0
322420,34.0
322426,10.0
322432,12.0
322468,7.0
322497,15.0
322529,567.0
322585,9.0
322609,9.0
322674,8.0
322708,42.0
322775,355.0
322863,9.0
322880,11.0
322928,206.0
322941,45.0
323005,216.0
323029,20.0
323234,5.0
323263,49.0
323306,10.0
323316,53.0
323359,47.0
323396,1644.0
323407,11.0
323457,13.0
323470,55.0
323678,10.0
323706,23.0
323781,685.0
323809,129.0
323830,23.0
323851,432.0
323916,7.0
323918,10.0
323940,144.0
323976,214.0
323998,32.0
324012,26.0
324138,10.0
324194,13.0
324204,15.0
324315,32.0
324357,12.0
324388,8.0
324458,399.0
324488,14.0
324494,22.0
324544,33.0
324561,35.0
324611,3.0
324740,14.0
324783,510.0
324814,21.0
324821,547.0
324873,7.0
324874,8.0
324994,14.0
325003,45.0
325040,8.0
325108,9.0
325283,40.0
325293,18.0
325311,59.0
325318,8.0
325329,36.0
325350,23.0
325358,22.0
325374,147.0
325399,0.0
325426,118.0
325475,8.0
325494,1678.0
325500,12.0
325562,356.0
325569,11.0
325630,23.0
325657,58.0
325692,19.0
325763,28.0
325907,11.0
325967,11.0
326004,28.0
326032,77.0
326035,168.0
326099,37.0
326117,9.0
326140,27.0
326228,10.0
326283,59.0
326289,750.0
326291,44.0
326302,33.0
326346,6.0
326347,20.0
326359,19.0
326375,8.0
326442,50.0
326464,73.0
326486,8.0
326491,24.0
326500,1282.0
326514,27.0
326516,17.0
326556,20.0
326591,360.0
326609,858.0
326649,2635.0
326700,14.0
326704,51.0
326719,13.0
326728,92.0
326732,22.0
326769,1338.0
326807,43.0
326854,534.0
326875,241.0
326925,9.0
327033,5.0
327057,647.0
327124,591.0
327126,11.0
327251,20.0
327256,73.0
327413,7.0
327436,31.0
327439,15.0
327468,35.0
327504,7.0
327518,873.0
327530,7.0
327532,11.0
327635,34.0
327643,9.0
327644,33.0
327677,8.0
327705,18.0
327785,7.0
327823,13.0
327855,10.0
327857,28.0
327924,221.0
327975,140.0
327979,9.0
327985,294.0
327988,35.0
327999,689.0
328000,33.0
328079,149.0
328129,10.0
328172,20.0
328198,22.0
328245,15.0
328265,89.0
328269,11.0
328337,1177.0
328390,29.0
328538,19.0
328666,42.0
328725,33.0
328742,9.0
328813,3.0
328896,6.0
328907,554.0
328991,9.0
329010,10.0
329048,188.0
329118,94.0
329129,20.0
329154,174.0
329303,297.0
329405,4.25
329456,45.0
329477,0.25
329502,26.0
329514,84.0
329664,0.0
329692,3.0
329712,427.0
329790,47.0
329825,28.0
329996,95.0
330016,8.0
330053,16.0
330109,24.0
330178,9.0
330198,708.0
330221,265.0
330269,7.0
330301,9.0
330302,890.0
330336,12.0
330396,537.0
330541,14.0
330651,18.0
330662,5.0
330685,61.0
330716,12.0
330731,4.0
330839,649.0
330877,94.0
330901,9.0
330912,23.0
331001,15.0
331022,6.0
331054,697.0
331070,328.0
331071,12.0
331090,9.0
331124,15.0
331161,8.0
331175,11.0
331196,8.0
331349,11.0
331352,43.0
331374,15.0
331399,606.0
331535,14.0
331562,45.0
331632,10.0
331701,125.0
331712,248.0
331774,12.0
331837,8.0
331861,0.0
331933,11.0
331937,9.0
331945,21.0
331966,1167.0
331974,53.0
331976,160.0
332043,13.0
332064,14.0
332110,12.0
332137,0.0
332146,25.0
332178,8.0
332183,128.0
332440,8.0
332567,22.0
332613,8.0
332626,16.0
332668,45.0
332742,8.0
332776,19.0
332852,96.0
332925,48.0
332945,35.0
332967,11.0
333018,8.0
333050,8.0
333094,75.0
333169,41.0
333203,46.0
333276,71.0
333305,345.0
333368,59.0
333415,8.0
333422,39.0
333525,5.0
333527,12.0
333622,22.0
333629,14.0
333633,5.0
333635,28.0
333646,15.0
333661,8.0
333663,29.0
333668,168.0
333680,46.0
333754,14.0
333788,18.0
333865,33.0
333918,12.0
333980,22.0
333996,5.0
334026,223.0
334082,33.0
334086,31.0
334123,298.0
334196,10.0
334305,8.0
334318,12.0
334392,20.0
334404,83.0
334406,44.0
334426,5.0
334469,2029.0
334566,10.0
334567,944.0
334636,11.0
334638,7.0
334646,10.0
334691,6.0
334817,107.0
334845,9.0
334876,213.0
334895,10.0
334908,11.0
334915,7.0
334962,47.0
334987,7.0
334989,45.0
334994,4.0
335035,9.0
335072,4.0
335145,18.0
335296,12.0
335326,6.0
335331,16.0
335393,638.0
335620,365.0
335652,246.0
335657,274.0
335684,10.0
335703,1997.0
335759,27.0
335774,11.0
335846,11.0
335866,16.0
335872,10.0
335873,26.0
335921,44.0
335945,8.0
335947,10.0
336097,362.0
336104,38.0
336138,10.0
336229,6.0
336230,53.0
336379,48.0
336456,73.0
336462,9.0
336474,51.0
336526,42.0
336527,6.0
336562,12.0
336565,7.0
336602,48.0
336806,0.0
336852,3.0
336874,318.0
336913,8.0
336921,8.0
337181,10.0
337334,7.0
337337,238.0
337354,14.0
337419,18.0
337422,24.0
337681,10.0
337728,11.0
337969,18.0
337995,17.0
338014,8.0
338045,6.0
338064,43.0
338070,1436.0
338092,256.0
338113,22.0
338239,45.0
338274,478.0
338322,10.0
338388,8.0
338500,8.0
338514,799.0
338528,20.0
338570,24.0
338582,16.0
338584,10.0
338646,39.0
338689,11.0
338709,7.0
338715,63.0
338735,27.0
338796,43.0
338811,8.0
338893,78.0
338903,14.0
338936,6.0
339009,9.0
339116,10.0
339152,18.0
339316,27.0
339359,55.0
339424,9.0
339471,20.0
339695,17.0
339727,80.0
339731,14.0
339738,6.0
339804,10.0
339807,29.0
339813,54.0
339824,151.0
339850,16.0
339872,7.0
339935,51.0
339962,10.0
339984,43.0
340016,20.0
340019,7.0
340051,24.0
340071,10.0
340125,19.0
340149,41.0
340185,21.0
340216,13.0
340221,11.0
340260,34.0
340283,22.0
340288,26.0
340295,33.0
340347,11.0
340370,40.0
340406,12.0
340429,162.0
340435,76.0
340471,686.0
340532,22.0
340544,9.0
340601,13.0
340714,25.0
340773,292.0
340787,11.0
340804,13.0
340810,7.0
340863,10.0
340872,18.0
340875,72.0
340923,8.0
340954,73.0
341049,10.0
341124,9.0
341175,13.0
341220,14.0
341267,460.0
341335,5.0
341516,394.0
341524,5.0
341530,10.0
341555,13.0
341588,8.0
341595,10.0
341673,9.0
341727,72.0
341793,15.0
341801,182.0
341820,13.0
341845,2.0
341867,10.0
341872,9.0
341902,10.0
342040,7.0
342118,16.0
342133,11.0
342146,241.0
342164,29.0
342192,8.0
342220,404.0
342227,23.0
342262,6.0
342456,9.0
342460,14.0
342461,212.0
342513,232.0
342593,18.0
342721,6.0
342757,22.0
342763,29.0
342998,329.0
343067,250.0
343080,35.0
343109,42.0
343215,8.0
343262,24.0
343337,23.0
343346,15.0
343348,26.0
343369,42.0
343372,89.0
343390,7.0
343395,369.0
343534,62.0
343562,27.0
343614,69.0
343636,10.0
343665,8.0
343687,372.0
343709,9.0
343725,279.0
343791,6.0
343795,17.0
343810,7.0
343811,36.0
343816,8.0
343834,82.0
343882,62.0
343902,140.0
343946,568.0
343978,24.0
344040,59.0
344225,7.0
344311,12.0
344312,106.0
344317,18.0
344364,4.0
344486,369.0
344525,15.0
344547,14.0
344551,9.0
344598,25.0
344630,723.0
344728,24.0
344732,24.0
344742,13.0
344957,7.0
344964,60.0
344999,12.0
345022,79.0
345137,29.0
345138,39.0
345161,17.0
345175,166.0
345218,10.0
345219,68.0
345281,303.0
345314,9.0
345336,5.0
345357,8.0
345365,38.0
345415,41.0
345597,6.0
345603,69.0
345658,668.0
345659,11.0
345742,6.0
345757,72.0
345814,18.0
