surveyId,LandCover
989479,12.0
989517,14.0
989536,12.0
989610,9.0
989641,12.0
989696,9.0
989783,12.0
989804,14.0
989935,9.0
989958,9.0
989996,14.0
990033,4.0
990052,13.0
990110,12.0
990111,5.0
990112,12.0
990148,12.0
990181,14.0
990194,9.0
990233,12.0
990318,12.0
990333,5.0
990404,9.0
990413,9.0
990448,11.0
990618,11.0
990632,14.0
990674,14.0
990694,9.0
990726,12.0
990745,12.0
990750,14.0
990790,8.0
990816,9.0
990828,14.0
990856,14.0
990882,9.0
990974,11.0
991008,9.0
991025,9.0
991144,8.0
991162,11.0
991270,9.0
991281,12.0
991346,12.0
991350,12.0
991390,14.0
991394,9.0
991471,4.0
991528,12.0
991554,12.0
991650,14.0
991722,12.0
991725,9.0
991904,12.0
991924,12.0
991965,14.0
991979,14.0
992008,10.0
992070,10.0
992249,8.0
992255,1.0
992262,12.0
992319,9.0
992379,12.0
992436,9.0
992500,9.0
992521,13.0
992532,9.0
992568,11.0
992573,14.0
992584,9.0
992678,9.0
992929,1.0
992964,8.0
992990,12.0
993009,14.0
993052,9.0
993160,5.0
993202,9.0
993273,9.0
993289,9.0
993310,9.0
993318,12.0
993397,8.0
993469,1.0
993558,5.0
993598,12.0
993610,14.0
993627,9.0
993661,14.0
993699,9.0
993716,14.0
993746,4.0
993853,5.0
993903,10.0
993979,14.0
994027,17.0
994033,14.0
994068,9.0
994100,12.0
994155,14.0
994182,8.0
994228,9.0
994244,12.0
994247,9.0
994251,9.0
994334,9.0
994344,5.0
994378,1.0
994579,14.0
994590,1.0
994591,12.0
994608,9.0
994623,1.0
994660,10.0
994851,12.0
994861,12.0
994941,13.0
995028,9.0
995112,9.0
995186,9.0
995197,12.0
995261,8.0
995305,5.0
995361,9.0
995429,12.0
995473,8.0
995504,12.0
995517,9.0
995523,5.0
995578,5.0
995600,14.0
995632,14.0
995657,11.0
995664,17.0
995666,12.0
995676,14.0
995704,10.0
995769,17.0
995788,9.0
995808,9.0
995835,10.0
995851,17.0
995897,14.0
995921,12.0
996003,12.0
996152,14.0
996156,12.0
996169,12.0
996299,10.0
996324,5.0
996337,5.0
996404,12.0
996409,14.0
996418,9.0
996539,14.0
996541,5.0
996545,17.0
996599,12.0
996623,9.0
996628,8.0
996687,9.0
996713,14.0
996763,9.0
996844,12.0
996851,11.0
996884,1.0
997196,12.0
997242,12.0
997273,9.0
997281,8.0
997291,12.0
997313,9.0
997316,8.0
997392,9.0
997412,11.0
997475,9.0
997500,14.0
997613,17.0
997702,5.0
997769,12.0
997912,9.0
997916,14.0
997925,5.0
997934,5.0
997949,17.0
997960,5.0
997984,9.0
998024,13.0
998053,8.0
998063,9.0
998077,12.0
998192,14.0
998222,12.0
998274,14.0
998318,12.0
998321,9.0
998326,17.0
998358,5.0
998399,14.0
998406,12.0
998430,9.0
998486,8.0
998501,1.0
998506,5.0
998512,5.0
998558,12.0
998559,9.0
998584,13.0
998603,9.0
998632,13.0
998634,12.0
998647,14.0
998650,5.0
998686,14.0
998757,10.0
998802,17.0
998925,10.0
999016,8.0
999043,14.0
999095,11.0
999098,9.0
999109,14.0
999150,1.0
999151,9.0
999190,10.0
999194,14.0
999257,9.0
999283,5.0
999311,12.0
999331,9.0
999332,17.0
999334,14.0
999338,12.0
999397,9.0
999485,13.0
999540,11.0
999542,5.0
999545,12.0
999581,14.0
999686,17.0
999704,12.0
999714,9.0
999761,10.0
999769,12.0
999779,5.0
999933,12.0
999983,9.0
1000012,9.0
1000063,11.0
1000074,9.0
1000096,9.0
1000098,9.0
1000119,14.0
1000129,9.0
1000354,5.0
1000433,12.0
1000450,17.0
1000493,9.0
1000727,1.0
1000812,9.0
1000821,9.0
1000837,8.0
1000844,9.0
1000863,11.0
1000883,9.0
1000952,14.0
1000953,4.0
1000963,17.0
1000987,12.0
1000996,5.0
1001020,12.0
1001051,14.0
1001159,13.0
1001160,4.0
1001208,5.0
1001212,10.0
1001225,14.0
1001252,12.0
1001493,9.0
1001537,12.0
1001558,12.0
1001565,5.0
1001663,12.0
1001664,17.0
1001699,14.0
1001757,9.0
1001833,12.0
1001836,9.0
1001886,13.0
1001923,12.0
1002108,9.0
1002109,12.0
1002162,9.0
1002211,9.0
1002216,5.0
1002224,9.0
1002233,11.0
1002356,14.0
1002407,14.0
1002430,12.0
1002468,14.0
1002505,9.0
1002507,5.0
1002584,9.0
1002666,9.0
1002747,4.0
1002750,14.0
1002844,12.0
1002926,4.0
1002961,12.0
1003100,14.0
1003117,5.0
1003151,5.0
1003186,13.0
1003205,9.0
1003236,17.0
1003276,12.0
1003323,5.0
1003347,9.0
1003375,12.0
1003397,14.0
1003458,9.0
1003504,13.0
1003516,11.0
1003555,9.0
1003560,12.0
1003585,8.0
1003608,14.0
1003616,9.0
1003690,12.0
1003699,4.0
1003739,11.0
1003836,10.0
1003876,17.0
1003909,5.0
1003916,14.0
1003929,17.0
1003964,17.0
1003973,8.0
1004014,5.0
1004087,11.0
1004100,14.0
1004119,9.0
1004196,14.0
1004229,11.0
1004281,5.0
1004285,13.0
1004320,10.0
1004441,17.0
1004508,4.0
1004565,12.0
1004606,5.0
1004616,13.0
1004684,14.0
1004688,9.0
1004737,17.0
1004877,14.0
1004974,12.0
1005064,10.0
1005135,4.0
1005136,5.0
1005196,5.0
1005198,14.0
1005292,17.0
1005317,14.0
1005319,9.0
1005379,14.0
1005395,9.0
1005409,9.0
1005415,5.0
1005512,12.0
1005541,9.0
1005584,9.0
1005593,13.0
1005620,9.0
1005637,14.0
1005798,10.0
1005977,5.0
1006006,14.0
1006052,12.0
1006074,12.0
1006089,12.0
1006132,12.0
1006135,9.0
1006158,14.0
1006177,5.0
1006244,11.0
1006263,1.0
1006358,9.0
1006433,10.0
1006437,12.0
1006454,14.0
1006644,9.0
1006680,9.0
1006686,12.0
1006918,12.0
1006933,14.0
1006942,12.0
1006954,5.0
1006998,14.0
1007067,8.0
1007077,12.0
1007129,12.0
1007306,9.0
1007356,9.0
1007363,12.0
1007418,8.0
1007475,9.0
1007496,12.0
1007629,9.0
1007655,14.0
1007670,9.0
1007672,5.0
1007673,17.0
1007709,5.0
1007748,10.0
1007782,12.0
1007995,12.0
1008010,9.0
1008031,9.0
1008101,17.0
1008113,12.0
1008128,9.0
1008138,8.0
1008215,12.0
1008254,5.0
1008295,9.0
1008373,13.0
1008375,12.0
1008376,9.0
1008437,8.0
1008515,9.0
1008531,9.0
1008559,10.0
1008572,13.0
1008608,12.0
1008641,9.0
1008655,9.0
1008663,1.0
1008690,9.0
1008723,17.0
1008727,12.0
1008752,5.0
1008815,14.0
1008825,14.0
1008826,12.0
1008856,8.0
1008869,13.0
1008881,13.0
1008931,12.0
1008956,10.0
1008977,12.0
1009019,9.0
1009036,9.0
1009042,12.0
1009043,1.0
1009062,14.0
1009094,9.0
1009132,12.0
1009167,9.0
1009185,8.0
1009398,14.0
1009453,9.0
1009502,13.0
1009523,13.0
1009620,5.0
1009630,1.0
1009636,13.0
1009642,10.0
1009661,14.0
1009663,11.0
1009690,16.0
1009743,9.0
1009752,12.0
1009833,12.0
1009839,9.0
1009856,12.0
1009945,9.0
1009970,9.0
1010051,17.0
1010058,9.0
1010100,9.0
1010140,5.0
1010226,14.0
1010260,9.0
1010412,9.0
1010452,11.0
1010508,9.0
1010558,5.0
1010574,14.0
1010654,14.0
1010667,12.0
1010695,17.0
1010731,4.0
1010796,9.0
1010808,12.0
1010810,9.0
1010834,9.0
1010919,12.0
1010936,12.0
1011129,5.0
1011149,13.0
1011169,1.0
1011171,14.0
1011229,14.0
1011259,11.0
1011281,14.0
1011366,4.0
1011417,9.0
1011442,5.0
1011489,17.0
1011528,12.0
1011626,9.0
1011678,12.0
1011710,13.0
1011735,8.0
1011770,9.0
1011820,1.0
1011824,17.0
1011855,12.0
1011884,8.0
1011894,11.0
1011976,9.0
1012003,14.0
1012060,9.0
1012093,4.0
1012141,12.0
1012154,5.0
1012159,5.0
1012201,12.0
1012232,4.0
1012261,9.0
1012268,11.0
1012294,12.0
1012342,13.0
1012355,12.0
1012369,4.0
1012426,9.0
1012559,9.0
1012596,14.0
1012665,10.0
1012677,17.0
1012698,1.0
1012785,12.0
1012787,9.0
1012831,9.0
1012853,12.0
1012872,14.0
1012876,10.0
1012985,8.0
1012989,1.0
1013026,9.0
1013140,9.0
1013453,9.0
1013460,9.0
1013542,9.0
1013589,11.0
1013655,9.0
1013733,5.0
1013764,9.0
1013987,5.0
1014005,9.0
1014046,4.0
1014116,11.0
1014368,11.0
1014420,9.0
1014425,10.0
1014475,5.0
1014479,12.0
1014527,9.0
1014667,9.0
1014707,12.0
1014729,9.0
1014794,12.0
1014891,14.0
1014926,9.0
1014982,12.0
1015018,5.0
1015062,10.0
1015092,5.0
1015155,9.0
1015168,9.0
1015175,8.0
1015227,11.0
1015278,17.0
1015342,12.0
1015406,12.0
1015439,10.0
1015536,13.0
1015557,13.0
1015584,9.0
1015671,12.0
1015777,14.0
1015921,5.0
1015925,9.0
1015938,10.0
1016017,14.0
1016300,12.0
1016345,9.0
1016400,9.0
1016451,5.0
1016473,12.0
1016505,12.0
1016520,12.0
1016521,9.0
1016536,12.0
1016563,14.0
1016608,9.0
1016617,10.0
1016652,10.0
1016721,4.0
1016726,5.0
1016851,12.0
1016854,12.0
1016928,9.0
1017121,5.0
1017235,9.0
1017369,12.0
1017388,4.0
1017399,12.0
1017427,9.0
1017435,12.0
1017441,10.0
1017447,14.0
1017509,9.0
1017644,12.0
1017652,9.0
1017660,12.0
1017708,14.0
1017779,12.0
1017827,9.0
1017945,8.0
1018002,14.0
1018010,9.0
1018055,9.0
1018197,12.0
1018206,8.0
1018354,11.0
1018465,9.0
1018474,14.0
1018579,14.0
1018640,4.0
1018798,9.0
1019024,14.0
1019050,5.0
1019079,12.0
1019111,9.0
1019144,14.0
1019169,12.0
1019177,5.0
1019194,12.0
1019208,12.0
1019388,10.0
1019399,17.0
1019543,10.0
1019551,14.0
1019587,8.0
1019646,12.0
1019662,11.0
1019717,12.0
1019729,17.0
1019808,5.0
1019818,9.0
1019864,5.0
1019897,12.0
1019898,9.0
1019906,9.0
1019928,12.0
1019934,14.0
1019971,12.0
1020015,9.0
1020039,5.0
1020052,12.0
1020054,11.0
1020087,12.0
1020162,9.0
1020248,1.0
1020264,8.0
1020309,9.0
1020328,9.0
1020339,12.0
1020405,13.0
1020467,12.0
1020474,9.0
1020527,14.0
1020532,14.0
1020626,5.0
1020670,14.0
1020677,9.0
1020759,12.0
1020818,12.0
1020923,12.0
1021006,5.0
1021054,5.0
1021093,12.0
1021100,14.0
1021136,9.0
1021156,9.0
1021244,4.0
1021246,10.0
1021263,12.0
1021285,12.0
1021315,10.0
1021323,14.0
1021336,9.0
1021370,12.0
1021377,11.0
1021392,10.0
1021413,8.0
1021437,13.0
1021513,17.0
1021592,12.0
1021653,9.0
1021673,12.0
1021702,10.0
1021726,9.0
1021737,12.0
1021753,9.0
1021804,14.0
1021818,5.0
1021925,9.0
1021951,4.0
1021964,9.0
1022054,12.0
1022081,10.0
1022108,11.0
1022114,12.0
1022232,9.0
1022287,12.0
1022304,9.0
1022332,9.0
1022334,5.0
1022340,5.0
1022365,14.0
1022418,12.0
1022435,12.0
1022482,5.0
1022558,10.0
1022569,9.0
1022578,9.0
1022594,14.0
1022606,10.0
1022652,9.0
1022656,9.0
1022666,5.0
1022704,12.0
1022705,5.0
1022779,12.0
1022814,9.0
1022847,9.0
1022944,14.0
1023081,5.0
1023131,17.0
1023137,8.0
1023140,5.0
1023152,10.0
1023223,4.0
1023303,5.0
1023327,9.0
1023355,12.0
1023382,14.0
1023429,9.0
1023508,12.0
1023547,9.0
1023566,8.0
1023579,13.0
1023595,9.0
1023626,11.0
1023702,14.0
1023729,12.0
1023744,11.0
1023758,17.0
1023780,12.0
1023799,9.0
1023820,12.0
1023828,9.0
1023840,12.0
1023845,10.0
1023851,11.0
1023856,13.0
1023912,5.0
1023925,4.0
1023967,12.0
1023999,12.0
1024139,8.0
1024154,12.0
1024221,14.0
1024315,9.0
1024320,9.0
1024384,9.0
1024413,9.0
1024463,12.0
1024468,16.0
1024483,14.0
1024505,8.0
1024518,12.0
1024558,12.0
1024559,10.0
1024565,12.0
1024577,8.0
1024691,17.0
1024731,12.0
1024733,5.0
1024753,9.0
1024813,13.0
1024855,10.0
1024934,14.0
1024937,5.0
1025007,9.0
1025097,8.0
1025100,12.0
1025107,9.0
1025167,12.0
1025173,8.0
1025240,5.0
1025244,5.0
1025257,12.0
1025274,14.0
1025372,10.0
1025498,5.0
1025506,9.0
1025563,9.0
1025575,14.0
1025612,14.0
1025850,13.0
1025907,9.0
1025952,9.0
1026015,5.0
1026080,12.0
1026120,14.0
1026163,9.0
1026172,4.0
1026231,12.0
1026284,5.0
1026316,9.0
1026367,5.0
1026401,12.0
1026437,12.0
1026447,11.0
1026450,8.0
1026505,12.0
1026556,9.0
1026561,9.0
1026574,9.0
1026582,4.0
1026703,5.0
1026712,9.0
1026823,5.0
1026900,8.0
1026904,17.0
1026908,9.0
1026914,5.0
1026977,12.0
1027005,14.0
1027074,12.0
1027133,10.0
1027246,9.0
1027250,5.0
1027352,17.0
1027436,9.0
1027497,10.0
1027531,9.0
1027547,5.0
1027594,9.0
1027619,9.0
1027626,17.0
1027683,16.0
1027706,9.0
1027713,9.0
1027768,14.0
1027842,9.0
1027901,12.0
1027921,10.0
1027998,17.0
1028002,1.0
1028003,13.0
1028045,5.0
1028085,9.0
1028175,5.0
1028181,12.0
1028192,14.0
1028210,12.0
1028252,5.0
1028307,5.0
1028315,13.0
1028371,14.0
1028500,9.0
1028534,8.0
1028553,1.0
1028560,12.0
1028649,14.0
1028665,12.0
1028698,14.0
1028714,1.0
1028720,12.0
1028723,9.0
1028776,12.0
1028784,14.0
1028848,13.0
1028883,8.0
1028948,5.0
1028987,5.0
1029023,12.0
1029043,12.0
1029048,12.0
1029117,4.0
1029163,12.0
1029347,11.0
1029421,12.0
1029426,17.0
1029483,4.0
1029584,12.0
1029591,12.0
1029601,14.0
1029641,9.0
1029656,4.0
1029665,9.0
1029677,17.0
1029691,17.0
1029729,12.0
1029804,1.0
1029814,12.0
1029816,9.0
1029817,9.0
1029840,17.0
1029856,12.0
1029916,12.0
1029924,9.0
1029943,12.0
1029974,9.0
1030001,12.0
1030012,17.0
1030094,9.0
1030156,9.0
1030206,8.0
1030223,10.0
1030246,9.0
1030308,9.0
1030349,12.0
1030351,17.0
1030492,14.0
1030496,4.0
1030523,12.0
1030551,5.0
1030581,5.0
1030660,5.0
1030679,14.0
1030701,9.0
1030750,11.0
1030768,12.0
1030857,12.0
1030917,10.0
1030924,9.0
1030945,9.0
1031048,9.0
1031059,9.0
1031066,9.0
1031101,12.0
1031128,12.0
1031151,9.0
1031171,9.0
1031193,9.0
1031215,12.0
1031227,9.0
1031238,9.0
1031366,5.0
1031401,9.0
1031439,14.0
1031477,10.0
1031534,17.0
1031539,9.0
1031576,10.0
1031623,10.0
1031685,14.0
1031725,9.0
1031738,10.0
1031783,12.0
1031795,8.0
1031849,17.0
1031964,14.0
1031976,9.0
1031997,12.0
1032002,12.0
1032021,9.0
1032065,2.0
1032113,14.0
1032251,9.0
1032252,9.0
1032335,12.0
1032406,17.0
1032473,9.0
1032559,9.0
1032604,9.0
1032660,14.0
1032681,5.0
1032758,9.0
1032835,8.0
1032863,8.0
1032874,17.0
1032918,10.0
1032927,9.0
1032954,13.0
1033004,9.0
1033059,13.0
1033140,9.0
1033150,12.0
1033163,12.0
1033173,9.0
1033196,12.0
1033213,12.0
1033232,9.0
1033245,9.0
1033285,12.0
1033380,12.0
1033382,10.0
1033399,10.0
1033407,5.0
1033522,12.0
1033536,12.0
1033557,9.0
1033688,12.0
1033768,12.0
1033905,12.0
1033977,14.0
1033982,9.0
1033986,12.0
1034003,4.0
1034154,9.0
1034198,12.0
1034204,5.0
1034208,1.0
1034231,9.0
1034263,14.0
1034282,14.0
1034294,9.0
1034320,4.0
1034338,10.0
1034359,12.0
1034388,12.0
1034401,8.0
1034421,14.0
1034435,9.0
1034448,9.0
1034517,14.0
1034528,12.0
1034566,17.0
1034700,9.0
1034731,12.0
1034790,9.0
1034796,4.0
1034818,12.0
1034920,12.0
1034999,10.0
1035000,11.0
1035013,9.0
1035069,9.0
1035184,5.0
1035234,12.0
1035285,12.0
1035287,5.0
1035325,5.0
1035463,12.0
1035510,12.0
1035512,10.0
1035546,9.0
1035592,12.0
1035662,9.0
1035670,2.0
1035693,9.0
1035873,5.0
1035909,10.0
1035930,9.0
1035955,12.0
1035971,14.0
1035985,12.0
1035995,9.0
1036002,9.0
1036020,9.0
1036054,5.0
1036068,17.0
1036074,12.0
1036091,17.0
1036120,12.0
1036215,9.0
1036419,13.0
1036439,9.0
1036773,12.0
1036836,17.0
1036867,10.0
1036880,5.0
1036903,12.0
1036949,14.0
1036991,5.0
1037030,10.0
1037043,11.0
1037141,9.0
1037166,9.0
1037268,14.0
1037298,17.0
1037309,12.0
1037348,12.0
1037403,10.0
1037408,9.0
1037447,9.0
1037457,9.0
1037466,17.0
1037482,12.0
1037502,12.0
1037508,8.0
1037574,9.0
1037578,9.0
1037605,13.0
1037611,12.0
1037614,1.0
1037617,12.0
1037633,14.0
1037688,12.0
1037748,14.0
1037768,17.0
1037792,9.0
1037797,12.0
1037806,9.0
1037821,12.0
1037840,12.0
1037973,8.0
1038113,9.0
1038221,12.0
1038229,14.0
1038230,12.0
1038256,12.0
1038310,12.0
1038372,9.0
1038386,9.0
1038395,9.0
1038409,8.0
1038461,5.0
1038472,17.0
1038621,14.0
1038636,12.0
1038742,11.0
1038744,12.0
1038755,12.0
1038775,17.0
1038833,13.0
1038835,4.0
1038882,17.0
1039006,5.0
1039097,12.0
1039104,12.0
1039120,9.0
1039145,5.0
1039228,14.0
1039279,10.0
1039302,9.0
1039311,14.0
1039442,14.0
1039479,9.0
1039515,5.0
1039580,10.0
1039617,5.0
1039649,13.0
1039760,5.0
1039769,9.0
1039814,14.0
1039815,9.0
1039890,9.0
1039895,9.0
1039917,1.0
1039919,14.0
1039984,9.0
1040176,12.0
1040216,1.0
1040273,12.0
1040280,14.0
1040333,12.0
1040337,12.0
1040345,9.0
1040346,8.0
1040382,12.0
1040407,5.0
1040462,9.0
1040481,10.0
1040490,9.0
1040500,13.0
1040504,8.0
1040510,8.0
1040600,9.0
1040630,9.0
1040638,17.0
1040709,12.0
1040833,9.0
1040879,9.0
1040887,14.0
1040960,1.0
1041050,9.0
1041052,12.0
1041092,12.0
1041142,12.0
1041152,9.0
1041153,12.0
1041212,5.0
1041234,5.0
1041298,13.0
1041363,12.0
1041384,14.0
1041412,12.0
1041419,12.0
1041471,12.0
1041488,14.0
1041543,2.0
1041559,12.0
1041578,12.0
1041588,5.0
1041700,5.0
1041729,12.0
1041859,9.0
1041878,9.0
1041921,13.0
1042008,5.0
1042015,12.0
1042058,9.0
1042102,9.0
1042110,12.0
1042117,12.0
1042145,5.0
1042185,12.0
1042205,9.0
1042249,12.0
1042269,5.0
1042429,13.0
1042452,11.0
1042503,9.0
1042505,5.0
1042508,14.0
1042526,9.0
1042559,8.0
1042627,10.0
1042644,12.0
1042672,9.0
1042743,5.0
1042770,14.0
1042855,10.0
1042889,12.0
1042938,9.0
1042942,13.0
1042980,12.0
1042999,11.0
1043045,13.0
1043048,12.0
1043049,9.0
1043172,12.0
1043346,9.0
1043382,10.0
1043439,9.0
1043719,8.0
1043811,14.0
1043871,9.0
1043880,8.0
1043951,9.0
1043978,12.0
1044055,1.0
1044065,17.0
1044068,11.0
1044109,14.0
1044180,14.0
1044188,9.0
1044210,8.0
1044225,12.0
1044256,9.0
1044310,12.0
1044320,5.0
1044326,9.0
1044349,14.0
1044415,11.0
1044431,1.0
1044474,10.0
1044512,12.0
1044642,17.0
1044674,9.0
1044702,9.0
1044707,11.0
1044714,9.0
1044800,14.0
1044843,9.0
1044873,14.0
1044927,10.0
1044961,12.0
1045010,9.0
1045017,17.0
1045075,12.0
1045108,9.0
1045109,5.0
1045245,12.0
1045293,17.0
1045336,9.0
1045425,9.0
1045443,12.0
1045483,5.0
1045501,9.0
1045520,12.0
1045539,9.0
1045543,17.0
1045803,5.0
1045912,13.0
1045946,11.0
1046028,14.0
1046113,16.0
1046174,12.0
1046190,8.0
1046219,10.0
1046222,9.0
1046251,8.0
1046288,9.0
1046295,13.0
1046323,9.0
1046338,9.0
1046345,4.0
1046355,9.0
1046368,5.0
1046475,12.0
1046494,4.0
1046509,5.0
1046541,12.0
1046586,4.0
1046595,12.0
1046605,9.0
1046643,12.0
1046694,14.0
1046817,9.0
1046904,11.0
1046910,11.0
1046963,14.0
1046992,1.0
1046994,14.0
1047068,5.0
1047118,9.0
1047177,5.0
1047184,14.0
1047210,9.0
1047239,11.0
1047309,14.0
1047360,4.0
1047383,12.0
1047543,5.0
1047584,12.0
1047598,9.0
1047609,14.0
1047652,5.0
1047689,13.0
1047794,9.0
1047797,9.0
1047836,12.0
1047864,11.0
1047879,5.0
1047881,9.0
1047888,9.0
1047941,14.0
1047954,17.0
1048063,8.0
1048111,12.0
1048118,9.0
1048166,8.0
1048199,9.0
1048207,14.0
1048372,13.0
1048417,17.0
1048438,10.0
1048498,16.0
1048560,9.0
1048665,9.0
1048698,5.0
1048787,1.0
1048807,9.0
1048874,5.0
1048896,12.0
1048928,5.0
1048930,9.0
1049074,9.0
1049115,12.0
1049131,5.0
1049168,5.0
1049171,9.0
1049179,9.0
1049248,12.0
1049339,14.0
1049341,14.0
1049379,17.0
1049385,5.0
1049394,9.0
1049412,11.0
1049455,17.0
1049504,14.0
1049536,10.0
1049591,9.0
1049675,8.0
1049719,12.0
1049763,12.0
1049846,12.0
1049867,12.0
1049898,10.0
1049934,10.0
1050009,14.0
1050018,14.0
1050068,5.0
1050143,12.0
1050174,12.0
1050181,9.0
1050215,14.0
1050218,9.0
1050228,12.0
1050311,16.0
1050334,9.0
1050343,14.0
1050360,10.0
1050362,11.0
1050379,13.0
1050420,12.0
1050463,12.0
1050484,17.0
1050535,12.0
1050615,14.0
1050635,9.0
1050650,9.0
1050670,5.0
1050691,5.0
1050730,12.0
1050778,9.0
1050921,9.0
1050942,14.0
1050966,12.0
1051017,9.0
1051023,11.0
1051080,12.0
1051113,11.0
1051114,12.0
1051122,12.0
1051175,12.0
1051180,12.0
1051249,5.0
1051257,10.0
1051321,9.0
1051326,8.0
1051378,12.0
1051405,9.0
1051414,13.0
1051486,5.0
1051507,4.0
1051575,9.0
1051583,12.0
1051584,9.0
1051588,12.0
1051606,9.0
1051632,9.0
1051654,9.0
1051657,9.0
1051677,12.0
1051822,8.0
1051842,8.0
1051844,9.0
1051921,9.0
1051986,9.0
1051987,5.0
1052011,9.0
1052037,12.0
1052101,5.0
1052109,12.0
1052240,9.0
1052402,5.0
1052426,14.0
1052447,12.0
1052568,14.0
1052624,9.0
1052653,5.0
1052658,12.0
1052669,14.0
1052681,5.0
1052684,9.0
1052777,12.0
1052782,10.0
1052823,11.0
1052828,12.0
1052904,9.0
1052913,12.0
1053020,8.0
1053072,5.0
1053078,4.0
1053107,14.0
1053111,5.0
1053117,9.0
1053137,12.0
1053469,4.0
1053523,9.0
1053535,5.0
1053554,9.0
1053622,14.0
1053766,9.0
1053823,10.0
1053853,9.0
1053934,9.0
1053953,12.0
1054088,9.0
1054103,17.0
1054124,9.0
1054162,5.0
1054214,17.0
1054269,17.0
1054300,9.0
1054377,8.0
1054379,9.0
1054403,5.0
1054453,5.0
1054490,12.0
1054501,13.0
1054507,9.0
1054530,5.0
1054567,10.0
1054594,12.0
1054600,12.0
1054608,9.0
1054658,12.0
1054729,10.0
1054812,13.0
1054847,14.0
1054898,9.0
1054920,9.0
1054921,4.0
1055115,12.0
1055159,10.0
1055161,5.0
1055237,11.0
1055294,9.0
1055323,9.0
1055353,13.0
1055370,14.0
1055386,12.0
1055423,9.0
1055529,5.0
1055573,11.0
1055617,9.0
1055621,17.0
1055628,9.0
1055675,12.0
1055717,11.0
1055724,9.0
1055844,17.0
1055881,14.0
1055904,12.0
1055905,9.0
1055913,10.0
1055998,12.0
1056000,5.0
1056008,12.0
1056026,14.0
1056052,9.0
1056122,9.0
1056128,8.0
1056184,12.0
1056219,9.0
1056224,12.0
1056295,9.0
1056300,12.0
1056306,1.0
1056359,17.0
1056539,1.0
1056549,14.0
1056561,9.0
1056778,8.0
1056831,14.0
1056845,9.0
1056848,9.0
1056864,12.0
1056996,14.0
1057054,9.0
1057108,9.0
1057154,8.0
1057243,12.0
1057355,12.0
1057445,5.0
1057450,12.0
1057477,9.0
1057498,8.0
1057500,17.0
1057538,11.0
1057627,14.0
1057707,12.0
1057712,14.0
1057738,12.0
1057772,13.0
1057791,9.0
1057916,12.0
1057945,9.0
1058017,11.0
1058020,11.0
1058050,9.0
1058117,5.0
1058155,12.0
1058180,5.0
1058223,9.0
1058380,12.0
1058383,14.0
1058431,9.0
1058478,9.0
1058506,17.0
1058544,12.0
1058630,9.0
1058631,12.0
1058676,11.0
1058722,9.0
1058737,17.0
1058743,5.0
1058827,14.0
1058854,12.0
1058891,11.0
1059091,10.0
1059117,9.0
1059197,12.0
1059237,11.0
1059312,12.0
1059322,9.0
1059359,10.0
1059367,12.0
1059449,4.0
1059510,12.0
1059555,13.0
1059587,9.0
1059646,9.0
1059656,9.0
1059694,10.0
1059708,5.0
1059734,13.0
1059810,9.0
1060017,12.0
1060114,8.0
1060120,9.0
1060223,9.0
1060266,9.0
1060278,9.0
1060294,9.0
1060304,10.0
1060330,5.0
1060370,8.0
1060467,12.0
1060476,12.0
1060496,12.0
1060564,9.0
1060565,13.0
1060584,10.0
1060588,9.0
1060678,9.0
1060784,11.0
1060798,13.0
1060807,14.0
1061022,17.0
1061052,12.0
1061064,9.0
1061202,17.0
1061208,10.0
1061241,12.0
1061371,9.0
1061381,9.0
1061399,10.0
1061517,11.0
1061587,9.0
1061618,9.0
1061697,9.0
1061704,14.0
1061746,5.0
1061798,17.0
1061804,17.0
1061831,8.0
1061927,17.0
1061943,12.0
1061984,12.0
1062157,9.0
1062162,12.0
1062178,9.0
1062190,5.0
1062238,12.0
1062242,13.0
1062247,13.0
1062253,10.0
1062275,5.0
1062322,5.0
1062339,14.0
1062348,8.0
1062358,17.0
1062378,9.0
1062392,9.0
1062433,12.0
1062436,8.0
1062542,17.0
1062687,12.0
1062689,12.0
1062716,17.0
1062735,5.0
1062758,9.0
1062773,12.0
1062833,12.0
1062865,9.0
1062962,17.0
1063009,14.0
1063032,2.0
1063035,10.0
1063057,4.0
1063105,9.0
1063163,9.0
1063204,12.0
1063315,10.0
1063329,12.0
1063341,8.0
1063346,5.0
1063356,11.0
1063368,13.0
1063589,9.0
1063905,8.0
1063909,9.0
1064049,12.0
1064079,9.0
1064093,8.0
1064119,5.0
1064143,5.0
1064152,17.0
1064237,5.0
1064250,9.0
1064331,9.0
1064383,1.0
1064667,12.0
1064738,14.0
1064746,11.0
1064754,9.0
1064791,1.0
1064850,9.0
1064880,9.0
1064897,12.0
1064898,9.0
1064915,9.0
1064928,14.0
1064950,13.0
1065026,5.0
1065033,5.0
1065073,12.0
1065084,14.0
1065103,4.0
1065149,9.0
1065165,9.0
1065184,11.0
1065262,11.0
1065264,9.0
1065314,11.0
1065358,9.0
1065419,14.0
1065425,9.0
1065506,12.0
1065562,14.0
1065623,13.0
1065741,9.0
1065878,12.0
1065942,12.0
1066040,8.0
1066076,12.0
1066115,9.0
1066132,10.0
1066140,12.0
1066144,11.0
1066199,8.0
1066244,9.0
1066281,12.0
1066304,14.0
1066323,12.0
1066349,12.0
1066350,17.0
1066390,14.0
1066484,17.0
1066512,10.0
1066548,12.0
1066554,12.0
1066570,10.0
