"patchID";"dayOfYear";"speciesId";"n"
107831;117;1532;1
107831;117;1559;2
107831;117;1762;2
107831;117;2102;1
107831;117;2242;1
107831;117;2737;1
107831;117;3007;1
107831;117;4006;1
107831;117;4268;1
107831;117;4456;1
107831;117;4922;1
107831;117;5793;1
107831;117;5891;1
107831;117;6229;1
107831;117;6743;1
107831;117;6922;1
107831;117;7868;1
107831;117;9761;2
107831;117;9994;1
107836;117;1122;4
107836;117;1532;1
107836;117;1559;2
107836;117;1660;4
107836;117;1762;4
107836;117;1957;1
107836;117;2102;1
107836;117;2242;1
107836;117;2460;1
107836;117;2737;1
107836;117;3007;1
107836;117;4006;1
107836;117;4128;1
107836;117;4268;1
107836;117;4456;1
107836;117;4922;1
107836;117;5766;1
107836;117;5793;1
107836;117;5891;1
107836;117;6229;1
107836;117;6501;1
107836;117;6743;1
107836;117;6922;1
107836;117;7624;2
107836;117;7868;1
107836;117;9180;1
107836;117;9523;1
107836;117;9761;2
107836;117;9807;1
107836;117;9994;1
107851;117;751;2
107851;117;1122;3
107851;117;1525;1
107851;117;1532;1
107851;117;1559;2
107851;117;1660;4
107851;117;1718;1
107851;117;1762;4
107851;117;1853;1
107851;117;1957;1
107851;117;2242;1
107851;117;2460;1
107851;117;2737;1
107851;117;3007;1
107851;117;3442;1
107851;117;3752;1
107851;117;4006;2
107851;117;4062;1
107851;117;4125;2
107851;117;4128;1
107851;117;4268;1
107851;117;4269;1
107851;117;4456;2
107851;117;4501;2
107851;117;4922;1
107851;117;5766;3
107851;117;5793;1
107851;117;5891;4
107851;117;6202;2
107851;117;6229;1
107851;117;6397;2
107851;117;6501;1
107851;117;6612;1
107851;117;6743;1
107851;117;6922;1
107851;117;7344;2
107851;117;7624;2
107851;117;7868;1
107851;117;8196;1
107851;117;9180;1
107851;117;9182;1
107851;117;9344;1
107851;117;9523;1
107851;117;9761;2
107851;117;9807;2
107851;117;9994;1
107855;117;1122;3
107855;117;1532;1
107855;117;1559;1
107855;117;1762;2
107855;117;2102;1
107855;117;2242;1
107855;117;2737;1
107855;117;3007;1
107855;117;4268;1
107855;117;4456;1
107855;117;4922;1
107855;117;5793;1
107855;117;5891;1
107855;117;6229;1
107855;117;6743;1
107855;117;6922;2
107855;117;9761;2
107860;117;1122;3
107860;117;1532;1
107860;117;1559;1
107860;117;1762;2
107860;117;2102;1
107860;117;2242;1
107860;117;2737;1
107860;117;3007;1
107860;117;4268;1
107860;117;4456;1
107860;117;4922;1
107860;117;5793;1
107860;117;5891;1
107860;117;6229;1
107860;117;6743;1
107860;117;6922;2
107860;117;9761;2
107863;117;751;2
107863;117;1122;3
107863;117;1525;1
107863;117;1532;1
107863;117;1559;1
107863;117;1660;4
107863;117;1718;1
107863;117;1762;4
107863;117;1853;1
107863;117;1957;1
107863;117;2102;1
107863;117;2242;1
107863;117;2460;1
107863;117;2737;1
107863;117;3007;1
107863;117;3442;1
107863;117;3752;1
107863;117;4006;2
107863;117;4062;1
107863;117;4125;2
107863;117;4128;1
107863;117;4268;1
107863;117;4269;1
107863;117;4456;2
107863;117;4501;2
107863;117;4922;1
107863;117;5766;3
107863;117;5793;1
107863;117;5891;4
107863;117;6202;2
107863;117;6229;1
107863;117;6397;2
107863;117;6501;1
107863;117;6612;1
107863;117;6743;1
107863;117;6922;1
107863;117;7344;2
107863;117;7624;2
107863;117;7868;1
107863;117;8196;1
107863;117;9180;1
107863;117;9182;1
107863;117;9344;1
107863;117;9523;1
107863;117;9761;2
107863;117;9807;2
107863;117;9994;1
107865;117;751;2
107865;117;1122;4
107865;117;1525;1
107865;117;1532;1
107865;117;1559;1
107865;117;1660;4
107865;117;1718;1
107865;117;1762;4
107865;117;1853;1
107865;117;1957;1
107865;117;2102;1
107865;117;2242;1
107865;117;2460;1
107865;117;2737;1
107865;117;3007;1
107865;117;3442;1
107865;117;3752;1
107865;117;4006;2
107865;117;4062;1
107865;117;4125;2
107865;117;4128;1
107865;117;4268;1
107865;117;4269;1
107865;117;4456;2
107865;117;4501;2
107865;117;4922;1
107865;117;5766;3
107865;117;5793;1
107865;117;5891;4
107865;117;6202;2
107865;117;6229;1
107865;117;6397;2
107865;117;6501;1
107865;117;6612;1
107865;117;6743;1
107865;117;6922;1
107865;117;7344;2
107865;117;7624;2
107865;117;7868;1
107865;117;8196;1
107865;117;9180;1
107865;117;9182;1
107865;117;9344;1
107865;117;9523;1
107865;117;9761;2
107865;117;9807;2
107865;117;9994;1
107878;117;751;2
107878;117;1122;3
107878;117;1525;1
107878;117;1532;1
107878;117;1559;1
107878;117;1660;4
107878;117;1718;1
107878;117;1762;4
107878;117;1853;1
107878;117;1957;1
107878;117;2242;1
107878;117;2460;1
107878;117;2737;1
107878;117;3442;1
107878;117;3752;1
107878;117;4006;2
107878;117;4062;1
107878;117;4125;2
107878;117;4128;1
107878;117;4268;1
107878;117;4269;1
107878;117;4456;2
107878;117;4501;2
107878;117;5766;3
107878;117;5793;1
107878;117;5891;4
107878;117;6202;2
107878;117;6229;1
107878;117;6397;2
107878;117;6501;1
107878;117;6612;1
107878;117;6743;1
107878;117;6922;1
107878;117;7344;2
107878;117;7624;2
107878;117;7675;1
107878;117;7868;1
107878;117;8196;1
107878;117;9180;1
107878;117;9182;1
107878;117;9344;1
107878;117;9523;1
107878;117;9761;1
107878;117;9807;2
107878;117;9994;1
107879;117;1122;3
107879;117;1532;1
107879;117;1559;1
107879;117;1762;2
107879;117;2102;1
107879;117;2242;1
107879;117;2737;1
107879;117;3007;1
107879;117;4268;1
107879;117;4456;1
107879;117;4922;1
107879;117;5793;1
107879;117;5891;1
107879;117;6229;1
107879;117;6743;1
107879;117;6922;3
107879;117;9761;2
107892;117;751;2
107892;117;1122;3
107892;117;1525;1
107892;117;1532;1
107892;117;1559;1
107892;117;1660;4
107892;117;1718;1
107892;117;1762;4
107892;117;1853;1
107892;117;1957;1
107892;117;2242;1
107892;117;2460;1
107892;117;2737;1
107892;117;3007;1
107892;117;3442;1
107892;117;3752;1
107892;117;4006;2
107892;117;4062;1
107892;117;4125;2
107892;117;4128;1
107892;117;4268;1
107892;117;4269;1
107892;117;4456;2
107892;117;4501;2
107892;117;5766;3
107892;117;5793;1
107892;117;5891;3
107892;117;6202;2
107892;117;6229;1
107892;117;6397;2
107892;117;6501;1
107892;117;6612;1
107892;117;6743;1
107892;117;7344;2
107892;117;7624;2
107892;117;7663;1
107892;117;7675;1
107892;117;7868;1
107892;117;8196;1
107892;117;9180;1
107892;117;9182;1
107892;117;9344;1
107892;117;9523;1
107892;117;9761;1
107892;117;9807;2
107892;117;9994;1
108040;117;751;2
108040;117;1122;2
108040;117;1525;1
108040;117;1559;1
108040;117;1660;5
108040;117;1718;1
108040;117;1762;4
108040;117;1853;1
108040;117;1941;1
108040;117;1957;1
108040;117;2460;1
108040;117;3442;1
108040;117;3752;1
108040;117;4006;2
108040;117;4062;1
108040;117;4125;2
108040;117;4128;1
108040;117;4269;1
108040;117;4456;1
108040;117;4501;2
108040;117;4904;1
108040;117;5165;1
108040;117;5766;4
108040;117;5793;1
108040;117;5891;3
108040;117;6202;2
108040;117;6397;2
108040;117;6501;1
108040;117;6612;1
108040;117;7344;2
108040;117;7624;2
108040;117;7663;1
108040;117;7868;1
108040;117;8196;1
108040;117;9180;1
108040;117;9182;1
108040;117;9344;1
108040;117;9523;1
108040;117;9761;1
108040;117;9807;3
108040;117;9994;1
108887;117;190;1
108887;117;365;1
108887;117;439;1
108887;117;570;1
108887;117;628;1
108887;117;633;1
108887;117;751;1
108887;117;1122;1
108887;117;1654;2
108887;117;1751;2
108887;117;1762;2
108887;117;2242;1
108887;117;2587;1
108887;117;3511;1
108887;117;3753;1
108887;117;4006;1
108887;117;4588;1
108887;117;4690;4
108887;117;4902;2
108887;117;5030;1
108887;117;5076;1
108887;117;5113;1
108887;117;5345;1
108887;117;5432;1
108887;117;5826;4
108887;117;5891;2
108887;117;6966;2
108887;117;7032;2
108887;117;7427;4
108887;117;8175;2
108887;117;8308;1
108887;117;8456;1
108887;117;9513;2
108887;117;9807;1
108887;117;9818;1
3003267;117;216;1
3003267;117;285;1
3003267;117;536;2
3003267;117;1542;1
3003267;117;2098;1
3003267;117;3479;1
3003267;117;3877;1
3003267;117;4720;1
3003267;117;4941;1
3003267;117;5143;1
3003267;117;5209;1
3003267;117;5726;2
3003267;117;6284;1
3003267;117;8115;1
3003267;117;8447;1
3003267;117;8824;1
3003267;117;9288;1
3003267;117;9881;1
3003267;117;9909;1
3003274;117;216;1
3003274;117;285;1
3003274;117;536;2
3003274;117;1542;1
3003274;117;2098;1
3003274;117;3479;1
3003274;117;3877;1
3003274;117;4720;1
3003274;117;4941;1
3003274;117;5143;1
3003274;117;5209;1
3003274;117;5726;2
3003274;117;6284;1
3003274;117;8115;1
3003274;117;8447;1
3003274;117;8824;1
3003274;117;9288;1
3003274;117;9881;1
3003274;117;9909;1
3003282;117;536;2
3003282;117;2098;1
3003282;117;3479;1
3003282;117;4941;1
3003282;117;5143;1
3003282;117;5726;2
3003282;117;8824;1
3003282;117;9288;1
3003282;117;9881;1
3003282;117;9909;1
3007357;117;1317;1
3007357;117;4899;1
3007357;117;5337;1
3007357;117;6279;1
3007357;117;7017;1
3007358;117;1317;1
3007358;117;4899;1
3007358;117;5337;1
3007358;117;6279;1
3007358;117;7017;1
3007366;117;1317;1
3007366;117;4899;1
3007366;117;5337;1
3007366;117;6049;1
3007366;117;6279;1
3007366;117;7017;1
3007367;117;1317;1
3007367;117;4899;1
3007367;117;5337;1
3007367;117;6049;1
3007367;117;6279;1
3007367;117;7017;1
3007371;117;1317;1
3007371;117;4899;1
3007371;117;5337;1
3007371;117;6279;1
3007371;117;7017;1
3007372;117;1317;1
3007372;117;4899;1
3007372;117;5337;1
3007372;117;6279;1
3007372;117;7017;1
3007399;117;1317;1
3007399;117;4899;1
3007399;117;5337;1
3007399;117;6279;1
3007399;117;7017;1
3007400;117;1317;1
3007400;117;4899;1
3007400;117;5337;1
3007400;117;6279;1
3007400;117;7017;1
3007406;117;1317;1
3007406;117;4899;1
3007406;117;5337;1
3007406;117;6279;1
3007406;117;7017;1
3007407;117;1317;1
3007407;117;4899;1
3007407;117;5337;1
3007407;117;6279;1
3007407;117;7017;1
3011207;117;47;1
3011207;117;665;1
3011207;117;1463;2
3011207;117;1657;1
3011207;117;8000;1
3011207;117;8303;1
3011207;117;8821;1
3014263;117;3727;1
3014263;117;4051;1
3014362;117;1706;1
3014362;117;3520;1
3014362;117;5829;1
3015900;117;2514;1
3015900;117;3408;1
3015900;117;5835;1
3015996;117;633;1
3015996;117;1388;1
3015996;117;9679;1
3018808;117;7127;1
107745;118;961;1
107745;118;1654;1
107745;118;1957;1
107745;118;4128;1
107745;118;4630;1
107745;118;4690;2
107745;118;4843;1
107745;118;6922;5
107745;118;7291;1
107745;118;7344;1
107745;118;7577;1
107745;118;7868;1
107745;118;8312;1
107745;118;8893;1
107745;118;9540;2
107787;118;961;1
107787;118;1654;1
107787;118;1957;1
107787;118;4128;1
107787;118;4630;1
107787;118;4690;2
107787;118;4843;1
107787;118;6922;5
107787;118;7291;1
107787;118;7344;1
107787;118;7577;1
107787;118;7868;1
107787;118;8308;1
107787;118;8312;1
107787;118;8893;1
107787;118;9540;2
107806;118;961;1
107806;118;1654;1
107806;118;1957;1
107806;118;4012;3
107806;118;4128;1
107806;118;4630;1
107806;118;4690;2
107806;118;4843;1
107806;118;4904;1
107806;118;6572;1
107806;118;6922;5
107806;118;7344;1
107806;118;7577;1
107806;118;7868;1
107806;118;8312;1
107806;118;8893;1
107806;118;9540;2
107852;118;961;1
107852;118;1654;1
107852;118;1957;1
107852;118;4128;1
107852;118;4630;1
107852;118;4690;3
107852;118;4843;1
107852;118;6922;5
107852;118;7344;1
107852;118;7577;1
107852;118;7868;1
107852;118;8308;1
107852;118;8312;1
107852;118;8893;1
107852;118;9540;2
108873;118;190;1
108873;118;365;1
108873;118;439;1
108873;118;570;1
108873;118;628;1
108873;118;633;1
108873;118;751;1
108873;118;1122;1
108873;118;1654;2
108873;118;1751;2
108873;118;1762;2
108873;118;2242;1
108873;118;2587;1
108873;118;3511;1
108873;118;3753;1
108873;118;4006;1
108873;118;4588;1
108873;118;4690;4
108873;118;4902;2
108873;118;5030;1
108873;118;5076;1
108873;118;5113;1
108873;118;5345;1
108873;118;5432;1
108873;118;5826;3
108873;118;5891;2
108873;118;6966;2
108873;118;7032;2
108873;118;7427;4
108873;118;8175;2
108873;118;8308;1
108873;118;8456;1
108873;118;9513;1
108873;118;9807;1
108873;118;9818;1
116698;118;271;1
116698;118;439;1
116698;118;917;1
116698;118;1559;1
116698;118;1654;5
116698;118;3384;6
116698;118;3649;9
116698;118;4062;2
116698;118;4866;1
116698;118;5113;3
116698;118;5400;1
116698;118;6845;2
116698;118;7291;1
116698;118;7449;1
116698;118;7525;2
116698;118;7663;1
116698;118;8602;3
116698;118;8814;3
116698;118;9182;1
116698;118;9240;3
116698;118;9334;3
116698;118;9475;1
116698;118;9509;7
116698;118;9807;2
116777;118;439;1
116777;118;917;1
116777;118;1654;5
116777;118;3384;5
116777;118;3649;4
116777;118;4062;2
116777;118;4866;1
116777;118;5400;1
116777;118;6845;1
116777;118;7291;1
116777;118;7525;2
116777;118;7663;1
116777;118;8602;2
116777;118;8814;2
116777;118;9182;1
116777;118;9240;2
116777;118;9334;3
116777;118;9475;1
116777;118;9509;6
116777;118;9540;1
116777;118;9807;2
116841;118;751;1
116841;118;917;1
116841;118;1654;5
116841;118;3384;6
116841;118;3649;1
116841;118;4866;1
116841;118;6510;1
116841;118;7525;2
116841;118;7663;1
116841;118;9182;1
116841;118;9334;3
116841;118;9509;3
116841;118;9540;1
116841;118;9807;1
116956;118;448;2
116956;118;751;1
116956;118;1364;1
116956;118;1654;4
116956;118;3207;1
116956;118;3261;1
116956;118;3384;5
116956;118;4366;2
116956;118;5113;2
116956;118;5400;2
116956;118;5692;1
116956;118;6510;3
116956;118;7344;1
116956;118;7525;2
116956;118;8308;1
116956;118;8602;1
116956;118;8814;3
116956;118;9182;2
116956;118;9240;1
116956;118;9334;3
116956;118;9509;3
116956;118;9540;1
116956;118;9796;1
116956;118;9807;1
116974;118;448;2
116974;118;751;1
116974;118;1364;1
116974;118;1654;4
116974;118;3207;2
116974;118;3261;1
116974;118;3384;5
116974;118;4006;1
116974;118;4366;2
116974;118;5113;3
116974;118;5400;2
116974;118;5692;1
116974;118;6510;3
116974;118;6612;1
116974;118;7344;1
116974;118;7525;2
116974;118;8308;1
116974;118;8602;1
116974;118;8814;3
116974;118;9182;1
116974;118;9240;1
116974;118;9334;5
116974;118;9509;3
116974;118;9540;1
116974;118;9796;1
116974;118;9807;1
116977;118;271;1
116977;118;439;1
116977;118;448;2
116977;118;751;1
116977;118;917;1
116977;118;966;1
116977;118;1364;1
116977;118;1559;1
116977;118;1654;5
116977;118;3207;3
116977;118;3261;1
116977;118;3384;7
116977;118;3649;4
116977;118;4062;2
116977;118;4366;3
116977;118;4501;1
116977;118;5025;2
116977;118;5113;3
116977;118;5400;2
116977;118;5692;1
116977;118;6510;3
116977;118;6612;14
116977;118;6895;3
116977;118;7344;1
116977;118;7525;2
116977;118;8168;1
116977;118;8308;1
116977;118;8814;8
116977;118;9182;1
116977;118;9240;3
116977;118;9334;5
116977;118;9509;5
116977;118;9540;1
116977;118;9753;2
116977;118;9796;1
116977;118;9807;6
116985;118;271;1
116985;118;439;1
116985;118;448;2
116985;118;751;1
116985;118;917;1
116985;118;966;1
116985;118;1364;1
116985;118;1559;1
116985;118;1654;5
116985;118;3207;3
116985;118;3261;1
116985;118;3384;7
116985;118;3649;4
116985;118;4062;2
116985;118;4366;2
116985;118;4501;1
116985;118;5025;2
116985;118;5113;3
116985;118;5400;2
116985;118;5692;1
116985;118;6510;3
116985;118;6612;14
116985;118;6895;3
116985;118;7344;1
116985;118;7525;2
116985;118;8168;1
116985;118;8308;1
116985;118;8814;8
116985;118;9182;1
116985;118;9240;3
116985;118;9334;5
116985;118;9509;5
116985;118;9540;1
116985;118;9753;2
116985;118;9796;1
116985;118;9807;6
116996;118;271;1
116996;118;439;1
116996;118;448;2
116996;118;751;1
116996;118;917;1
116996;118;966;1
116996;118;1364;1
116996;118;1559;1
116996;118;1654;5
116996;118;3207;3
116996;118;3261;1
116996;118;3384;7
116996;118;3649;4
116996;118;4062;2
116996;118;4366;2
116996;118;4501;1
116996;118;5025;2
116996;118;5113;3
116996;118;5400;2
116996;118;5692;1
116996;118;6510;3
116996;118;6612;14
116996;118;6895;3
116996;118;7344;1
116996;118;7525;2
116996;118;8168;1
116996;118;8308;1
116996;118;8814;8
116996;118;9182;1
116996;118;9240;3
116996;118;9334;5
116996;118;9509;5
116996;118;9540;1
116996;118;9753;2
116996;118;9796;1
116996;118;9807;6
117000;118;271;1
117000;118;439;1
117000;118;448;2
117000;118;751;1
117000;118;917;1
117000;118;1364;1
117000;118;1654;5
117000;118;3207;3
117000;118;3261;1
117000;118;3384;6
117000;118;3649;4
117000;118;4062;2
117000;118;4366;2
117000;118;4501;1
117000;118;5025;2
117000;118;5113;3
117000;118;5400;2
117000;118;5692;1
117000;118;6510;3
117000;118;6612;13
117000;118;6872;1
117000;118;6895;1
117000;118;7344;1
117000;118;7525;2
117000;118;8168;1
117000;118;8308;1
117000;118;8814;9
117000;118;9182;1
117000;118;9240;3
117000;118;9334;5
117000;118;9509;5
117000;118;9540;1
117000;118;9753;2
117000;118;9796;1
117000;118;9807;4
117001;118;271;1
117001;118;439;1
117001;118;448;2
117001;118;751;1
117001;118;917;1
117001;118;1364;1
117001;118;1654;5
117001;118;3207;3
117001;118;3261;1
117001;118;3384;6
117001;118;3649;4
117001;118;4062;2
117001;118;4366;2
117001;118;4501;1
117001;118;5025;2
117001;118;5113;3
117001;118;5400;2
117001;118;5692;1
117001;118;6510;3
117001;118;6612;12
117001;118;6872;1
117001;118;6895;1
117001;118;7344;1
117001;118;7525;2
117001;118;8168;1
117001;118;8308;1
117001;118;8814;9
117001;118;9182;1
117001;118;9240;3
117001;118;9334;5
117001;118;9509;5
117001;118;9540;1
117001;118;9753;2
117001;118;9796;1
117001;118;9807;4
117020;118;448;2
117020;118;751;1
117020;118;1122;1
117020;118;1364;1
117020;118;1654;4
117020;118;3207;2
117020;118;3261;1
117020;118;3384;6
117020;118;3649;3
117020;118;4006;1
117020;118;4366;2
117020;118;5113;3
117020;118;5400;2
117020;118;5692;1
117020;118;6510;3
117020;118;6612;1
117020;118;6872;1
117020;118;7344;1
117020;118;7525;2
117020;118;8308;2
117020;118;8602;1
117020;118;8814;8
117020;118;9182;1
117020;118;9240;3
117020;118;9334;4
117020;118;9509;4
117020;118;9540;1
117020;118;9796;1
117020;118;9807;1
117027;118;271;1
117027;118;439;1
117027;118;448;2
117027;118;751;1
117027;118;1122;1
117027;118;1364;1
117027;118;1654;4
117027;118;3207;3
117027;118;3261;1
117027;118;3384;7
117027;118;3649;4
117027;118;4006;1
117027;118;4062;2
117027;118;4366;2
117027;118;4501;1
117027;118;5025;2
117027;118;5113;3
117027;118;5400;2
117027;118;5692;1
117027;118;6510;3
117027;118;6612;8
117027;118;6872;1
117027;118;6895;1
117027;118;7344;1
117027;118;7525;2
117027;118;8168;1
117027;118;8308;2
117027;118;8602;1
117027;118;8814;9
117027;118;9182;1
117027;118;9240;2
117027;118;9334;4
117027;118;9509;5
117027;118;9540;1
117027;118;9753;2
117027;118;9796;1
117027;118;9807;1
117040;118;271;1
117040;118;439;1
117040;118;448;2
117040;118;751;1
117040;118;1122;1
117040;118;1364;1
117040;118;1654;4
117040;118;3207;3
117040;118;3261;1
117040;118;3384;7
117040;118;3649;4
117040;118;4006;1
117040;118;4062;2
117040;118;4366;2
117040;118;4501;1
117040;118;5025;2
117040;118;5113;3
117040;118;5400;2
117040;118;5692;1
117040;118;6510;3
117040;118;6612;8
117040;118;6872;1
117040;118;7344;1
117040;118;7525;2
117040;118;8168;1
117040;118;8308;2
117040;118;8602;1
117040;118;8814;9
117040;118;9182;1
117040;118;9240;3
117040;118;9334;4
117040;118;9509;5
117040;118;9540;1
117040;118;9753;2
117040;118;9796;1
117040;118;9807;1
117046;118;268;1
117046;118;271;1
117046;118;439;1
117046;118;448;2
117046;118;751;1
117046;118;1122;1
117046;118;1364;1
117046;118;1654;4
117046;118;3207;3
117046;118;3261;1
117046;118;3384;6
117046;118;3649;4
117046;118;4006;1
117046;118;4062;2
117046;118;4366;2
117046;118;4501;1
117046;118;5025;2
117046;118;5113;3
117046;118;5400;2
117046;118;5692;1
117046;118;6510;3
117046;118;6612;8
117046;118;6872;1
117046;118;6895;1
117046;118;7344;1
117046;118;7525;2
117046;118;8168;1
117046;118;8308;2
117046;118;8602;1
117046;118;8814;9
117046;118;9182;1
117046;118;9240;2
117046;118;9334;4
117046;118;9509;5
117046;118;9540;1
117046;118;9753;2
117046;118;9796;1
117046;118;9807;1
117056;118;448;2
117056;118;751;1
117056;118;1122;1
117056;118;1364;1
117056;118;1654;4
117056;118;3207;2
117056;118;3261;1
117056;118;3384;7
117056;118;3649;4
117056;118;4006;1
117056;118;4062;2
117056;118;4366;2
117056;118;4501;1
117056;118;5113;3
117056;118;5400;2
117056;118;5692;1
117056;118;6510;3
117056;118;6612;5
117056;118;6872;1
117056;118;7344;1
117056;118;7525;2
117056;118;8308;2
117056;118;8602;1
117056;118;8814;9
117056;118;9182;1
117056;118;9240;3
117056;118;9334;4
117056;118;9509;5
117056;118;9540;1
117056;118;9796;1
117056;118;9807;1
117069;118;448;2
117069;118;751;1
117069;118;1122;1
117069;118;1364;1
117069;118;1654;4
117069;118;3207;2
117069;118;3261;1
117069;118;3384;7
117069;118;3649;4
117069;118;4006;1
117069;118;4366;2
117069;118;4501;1
117069;118;5113;3
117069;118;5400;2
117069;118;5692;1
117069;118;6510;3
117069;118;6612;6
117069;118;6872;1
117069;118;7344;1
117069;118;7525;2
117069;118;8308;2
117069;118;8602;1
117069;118;8814;9
117069;118;9182;1
117069;118;9240;3
117069;118;9334;4
117069;118;9509;5
117069;118;9540;1
117069;118;9796;1
117069;118;9807;1
117070;118;448;2
117070;118;751;1
117070;118;1122;1
117070;118;1364;1
117070;118;3207;2
117070;118;3261;1
117070;118;3384;7
117070;118;3649;5
117070;118;4006;1
117070;118;4366;2
117070;118;4501;1
117070;118;5113;3
117070;118;5400;2
117070;118;5692;1
117070;118;6510;3
117070;118;6612;5
117070;118;6872;1
117070;118;7344;1
117070;118;7525;2
117070;118;8308;2
117070;118;8602;1
117070;118;8814;9
117070;118;9182;1
117070;118;9240;3
117070;118;9334;4
117070;118;9509;5
117070;118;9540;1
117070;118;9796;1
117070;118;9807;1
117072;118;448;2
117072;118;751;1
117072;118;1122;1
117072;118;1364;1
117072;118;1654;4
117072;118;3207;2
117072;118;3261;1
117072;118;3384;7
117072;118;3649;4
117072;118;4006;1
117072;118;4062;2
117072;118;4366;2
117072;118;4501;1
117072;118;5113;3
117072;118;5400;2
117072;118;5692;1
117072;118;6510;3
117072;118;6612;6
117072;118;6872;1
117072;118;7344;1
117072;118;7525;2
117072;118;8308;2
117072;118;8602;1
117072;118;8814;9
117072;118;9182;1
117072;118;9240;3
117072;118;9334;4
117072;118;9509;5
117072;118;9540;1
117072;118;9796;1
117072;118;9807;1
117102;118;268;1
117102;118;271;1
117102;118;439;1
117102;118;448;2
117102;118;751;1
117102;118;1122;1
117102;118;1364;1
117102;118;1654;4
117102;118;3207;3
117102;118;3261;1
117102;118;3384;7
117102;118;3649;4
117102;118;4006;1
117102;118;4062;2
117102;118;4366;2
117102;118;4501;1
117102;118;5025;2
117102;118;5113;3
117102;118;5400;2
117102;118;5692;1
117102;118;6510;3
117102;118;6612;8
117102;118;6872;1
117102;118;6895;1
117102;118;7344;1
117102;118;7525;2
117102;118;8168;1
117102;118;8308;2
117102;118;8602;1
117102;118;8814;9
117102;118;9182;1
117102;118;9240;2
117102;118;9334;4
117102;118;9509;5
117102;118;9540;1
117102;118;9753;2
117102;118;9796;1
117102;118;9807;1
117113;118;268;1
117113;118;271;1
117113;118;439;1
117113;118;448;2
117113;118;751;1
117113;118;1122;1
117113;118;1364;1
117113;118;1654;4
117113;118;3207;4
117113;118;3261;1
117113;118;3384;7
117113;118;3649;4
117113;118;4062;2
117113;118;4366;2
117113;118;4501;1
117113;118;5025;2
117113;118;5113;3
117113;118;5400;2
117113;118;5692;1
117113;118;6510;4
117113;118;6612;14
117113;118;6872;1
117113;118;6895;1
117113;118;7344;1
117113;118;7525;2
117113;118;8168;1
117113;118;8308;1
117113;118;8814;9
117113;118;9182;1
117113;118;9240;3
117113;118;9334;4
117113;118;9509;5
117113;118;9540;1
117113;118;9614;1
117113;118;9753;2
117113;118;9796;1
117113;118;9807;2
117123;118;268;1
117123;118;271;1
117123;118;439;1
117123;118;448;2
117123;118;751;1
117123;118;1122;1
117123;118;1364;1
117123;118;3207;4
117123;118;3261;1
117123;118;3384;7
117123;118;3649;4
117123;118;4062;2
117123;118;4366;2
117123;118;4501;1
117123;118;4904;1
117123;118;5025;2
117123;118;5113;3
117123;118;5400;2
117123;118;5692;1
117123;118;6510;4
117123;118;6612;14
117123;118;6872;1
117123;118;6895;1
117123;118;7344;1
117123;118;7525;2
117123;118;8168;1
117123;118;8308;1
117123;118;8814;9
117123;118;9182;1
117123;118;9240;3
117123;118;9334;3
117123;118;9509;6
117123;118;9540;1
117123;118;9614;1
117123;118;9753;2
117123;118;9796;1
117123;118;9807;1
3010937;118;23;2
3010937;118;399;1
3010937;118;977;1
3010937;118;2404;1
3010937;118;2834;1
3010937;118;6060;1
3010937;118;6305;1
3010937;118;7415;1
3012464;118;5480;1
3012464;118;5481;1
3012464;118;9020;1
110061;120;190;3
110061;120;625;6
110061;120;905;8
110061;120;1122;2
110061;120;1303;5
110061;120;1762;1
110061;120;1898;2
110061;120;1941;1
110061;120;2608;1
110061;120;3207;1
110061;120;3753;2
110061;120;4571;1
110061;120;4690;6
110061;120;4885;1
110061;120;5400;3
110061;120;5432;1
110061;120;6501;1
110061;120;6510;6
110061;120;7032;2
110061;120;8168;1
110061;120;8177;1
110061;120;8238;3
110061;120;9509;3
110061;120;9807;3
110111;120;190;3
110111;120;905;8
110111;120;1303;4
110111;120;1898;2
110111;120;3207;1
110111;120;3753;1
110111;120;4690;6
110111;120;4885;1
110111;120;5400;3
110111;120;6501;1
110111;120;6510;6
110111;120;7032;2
110111;120;7427;1
110111;120;8238;2
110111;120;8308;1
110111;120;9509;3
110111;120;9807;4
110307;120;570;1
110307;120;905;7
110307;120;1654;2
110307;120;3207;1
110307;120;3669;1
110307;120;3753;1
110307;120;4690;7
110307;120;4885;1
110307;120;4998;1
110307;120;5400;3
110307;120;5766;1
110307;120;5793;1
110307;120;6501;1
110307;120;6510;6
110307;120;6612;1
110307;120;7032;1
110307;120;7427;1
110307;120;7577;3
110307;120;8177;2
110307;120;8308;1
110307;120;9509;3
110307;120;9540;1
110307;120;9807;3
110342;120;570;1
110342;120;905;5
110342;120;1654;2
110342;120;3207;1
110342;120;3669;1
110342;120;3753;1
110342;120;4690;7
110342;120;4885;1
110342;120;4998;1
110342;120;5400;3
110342;120;5766;1
110342;120;5793;1
110342;120;6501;1
110342;120;6510;6
110342;120;6612;1
110342;120;7427;1
110342;120;7577;2
110342;120;8177;2
110342;120;8308;1
110342;120;9509;3
110342;120;9807;3
110389;120;570;1
110389;120;905;5
110389;120;1654;2
110389;120;3207;1
110389;120;3669;1
110389;120;3753;1
110389;120;4690;7
110389;120;4885;1
110389;120;4998;1
110389;120;5076;1
110389;120;5400;3
110389;120;5766;1
110389;120;5793;1
110389;120;6501;1
110389;120;6510;6
110389;120;6612;1
110389;120;7427;1
