,patchID,speciesId,dayOfYear,lon,lat,x_EPSG3035,y_EPSG3035,year,dataset,geoUncertaintyInM,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bdod,cec,cfvo,clay,nitrogen,phh2o,sand,silt,soc,landCov,Built1994,Lights1994,NavWater1994,Built2009,Lights2009,NavWater2009,Popdensity1990,Popdensity2010,Railways,Roads
977,117153,"[4355, 321, 5944, 1622, 291, 4173, 5894, 8609, 6818, 6993, 570, 8694, 2143, 1826]",125,6.50256,43.167,4035907.0,2235452.0,2020,CBNMed,10.0,2888,66,2.86999988555908,5623,3011,2781,230,2860,2964,2964,2821,8347,1258,139,476,3435,820,820,2522,125.043563842773,197.04719543457,212.879760742188,210.065765380859,234.914810180664,68.9562072753906,393.554351806641,396.3798828125,320.341339111328,8,10.0,8.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,7.0,0.0,8.0
978,117157,"[9846, 9078, 1677, 6510, 9509, 7570, 3649, 5030, 8994, 4856, 5944, 3384, 8970, 8609, 1854, 7787, 570, 1826, 5834, 751]",114,6.50271,43.1753,4035959.0,2236371.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
979,117158,"[8283, 8350, 3349, 2102, 8535, 7519, 3765, 1874, 7274, 966, 3507, 9807, 9605, 4742, 1122, 8756, 6271, 2899]",72,6.50273,43.1604,4035889.0,2234721.0,2021,CBNMed,10.0,2893,65,2.85999989509583,5642,3015,2786,229,2864,2969,2969,2825,7982,1201,133,475,3281,783,783,2415,127.676651000977,193.235626220703,216.156204223633,203.745513916016,222.960632324219,68.5578918457031,411.758270263672,384.496215820312,316.321319580078,1,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
980,117167,"[8785, 1559, 699, 4062, 9078, 7570, 4856, 7519, 8885, 5899, 3384, 8168, 5793, 9697, 3187, 1301, 1275, 1824, 5960, 6330, 751, 7186]",114,6.50298,43.1865,4036035.0,2237609.0,2020,CBNMed,10.0,2873,68,2.92000007629395,5602,2997,2765,232,2846,2949,2949,2807,8896,1345,147,477,3669,877,877,2682,118.482032775879,201.235397338867,209.03434753418,235.011489868164,279.847808837891,66.3269195556641,360.746795654297,404.24169921875,435.160858154297,8,10.0,9.0,0.661320447921753,10.0,9.0,0.661320447921753,7.0,7.0,0.0,2.72822403907776
981,117168,"[9334, 7648, 8304, 4291, 5164, 2102, 2918, 8168, 9807, 2854, 9753, 1824, 751]",120,6.503,43.1563,4035891.0,2234266.0,2020,CBNMed,10.0,2897,65,2.82999992370605,5628,3018,2790,228,2868,2972,2972,2829,7623,1147,126,476,3133,744,744,2311,128.0,189.049850463867,210.797592163086,205.272659301758,216.225830078125,68.5249252319336,418.275665283203,376.45166015625,320.0,17,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
982,117175,"[6612, 8283, 439, 7570, 7970, 7519, 7274, 3384, 8913, 3187, 751]",120,6.50349,43.156,4035929.0,2234231.0,2020,CBNMed,10.0,2897,65,2.82999992370605,5628,3018,2790,228,2868,2972,2972,2829,7623,1147,126,476,3133,744,744,2311,128.0,189.049850463867,210.797592163086,205.272659301758,216.225830078125,68.5249252319336,418.275665283203,376.45166015625,320.0,17,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
983,117180,"[9614, 7291, 9886, 7840, 7519, 9170, 790, 6146, 1622, 4173, 5717, 5974, 8378, 5894, 8609, 4512, 3105, 4464, 6993, 4902, 6156, 4843, 570, 5960, 8694, 4675, 2711, 640, 9762]",114,6.50363,43.1835,4036074.0,2237275.0,2020,CBNMed,10.0,2873,68,2.92000007629395,5602,2997,2765,232,2846,2949,2949,2807,8896,1345,147,477,3669,877,877,2682,118.482032775879,201.235397338867,209.03434753418,235.011489868164,279.847808837891,66.3269195556641,360.746795654297,404.24169921875,435.160858154297,8,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
984,117190,"[6770, 1559, 699, 9078, 9614, 9509, 3261, 7415, 4856, 9785, 790, 6146, 5484, 5111, 8168, 5793, 9450, 9697, 1301, 1275, 4843, 6654, 751, 7186]",114,6.50393,43.1865,4036113.0,2237606.0,2020,CBNMed,10.0,2873,68,2.92000007629395,5602,2997,2765,232,2846,2949,2949,2807,8896,1345,147,477,3669,877,877,2682,118.482032775879,201.235397338867,209.03434753418,235.011489868164,279.847808837891,66.3269195556641,360.746795654297,404.24169921875,435.160858154297,8,10.0,9.0,0.661320447921753,10.0,9.0,0.661320447921753,7.0,7.0,0.0,2.72822403907776
985,117192,"[9614, 9886, 4039, 6510, 9509, 1551, 3649, 8994, 7519, 7551, 5944, 3384, 4173, 7760, 8378, 4464, 3421, 1253, 4843, 570, 8694, 1826]",121,6.50416,43.1578,4035993.0,2234428.0,2020,CBNMed,10.0,2897,65,2.82999992370605,5628,3018,2790,228,2868,2972,2972,2829,7623,1147,126,476,3133,744,744,2311,128.0,189.049850463867,210.797592163086,205.272659301758,216.225830078125,68.5249252319336,418.275665283203,376.45166015625,320.0,1,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
986,117197,"[4064, 1559, 6705, 699, 1769, 9747, 2311, 3097, 417, 5345, 2102, 2918, 8935, 6864, 1751, 3069, 265, 7787, 6642, 9180, 3045, 5375]",114,6.50444,43.18303,4036137.0,2237220.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,8,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
987,117199,"[4904, 9614, 4039, 1677, 6510, 9509, 8994, 321, 5944, 9170, 3384, 5894, 8913, 6993, 570, 8694, 4675, 9762]",114,6.5045,43.1836,4036145.0,2237283.0,2020,CBNMed,10.0,2873,68,2.92000007629395,5602,2997,2765,232,2846,2949,2949,2807,8896,1345,147,477,3669,877,877,2682,118.482032775879,201.235397338867,209.03434753418,235.011489868164,279.847808837891,66.3269195556641,360.746795654297,404.24169921875,435.160858154297,8,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
988,117200,"[9614, 2608, 5911, 8424, 4291, 7415, 8023, 2102, 2918, 9785, 6864, 8168, 3381, 3069, 7787, 4656, 9753, 3397, 5375]",114,6.50454,43.1821,4036141.0,2237116.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
989,117208,"[1559, 271, 4062, 2749, 7570, 7415, 8994, 4856, 2918, 1751, 1957, 262, 5400, 2033, 803, 265, 6895, 6156, 4843]",114,6.50476,43.1819,4036158.0,2237093.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
990,117232,"[364, 1257, 7648, 6966, 7984, 5891, 5891, 515, 8935, 4102, 2382, 4630, 8302, 5560, 5560, 1857, 10039, 10039, 3212, 9611, 937]",181,6.505798,43.27089,4036673.0,2246941.0,2021,CBNMed,5.0,2895,73,3.0,5880,3024,2779,245,2864,2974,2974,2824,7916,1189,141,466,3250,832,832,2313,141.117416381836,207.07275390625,192.583557128906,231.527526855469,193.915924072266,70.5740356445312,427.534423828125,341.203399658203,214.507186889648,8,10.0,10.0,0.0660128071904182,10.0,9.0,0.0660128071904182,7.0,7.0,0.0,8.0
991,117233,"[9182, 2855, 271, 4062, 4904, 2749, 792, 9509, 8994, 2102, 2918, 8168, 5400, 7216, 1364, 6895, 2854, 2854, 6156, 9753]",121,6.5058,43.1597,4036135.0,2234632.0,2020,CBNMed,10.0,2893,65,2.85999989509583,5642,3015,2786,229,2864,2969,2969,2825,7982,1201,133,475,3281,783,783,2415,127.676651000977,193.235626220703,216.156204223633,203.745513916016,222.960632324219,68.5578918457031,411.758270263672,384.496215820312,316.321319580078,1,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
992,117234,"[8785, 9078, 3261, 6994, 5894, 1830, 6993, 803, 1301, 4675, 5815]",114,6.50582,43.1806,4036238.0,2236946.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
993,117237,"[8785, 8785, 1559, 7896, 4062, 9078, 6485, 4965, 9886, 9121, 1677, 5212, 6510, 3261, 7519, 2358, 2358, 6994, 9170, 5899, 1622, 291, 5717, 5111, 1751, 5894, 5894, 262, 1830, 6993, 803, 4843, 9753, 8756, 5960, 8694, 8694, 4675, 5815, 640]",114,6.50585,43.1806,4036241.0,2236945.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
994,117249,"[1559, 699, 6485, 9614, 9121, 5212, 9595, 826, 7519, 515, 2918, 5716, 291, 5717, 5111, 8378, 5894, 6642, 1301, 570, 5960, 10002, 775]",114,6.50606,43.1801,4036255.0,2236889.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
995,117250,"[699, 615, 615, 9121, 1677, 1677, 2102, 6994, 4501, 4501, 3602, 3602, 9066, 2163, 5022, 5022, 3381, 3381, 803, 803, 3187, 3187, 6642, 1301, 5960, 5815, 5815]",114,6.50607,43.1801,4036256.0,2236889.0,2020,CBNMed,10.0,2880,67,2.89000010490417,5634,3003,2772,231,2852,2956,2956,2813,8696,1313,144,477,3583,855,855,2625,118.075439453125,195.608413696289,208.48193359375,241.642730712891,244.349548339844,68.9279403686523,364.216796875,394.140472412109,380.8671875,2,10.0,9.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
996,117253,"[9846, 2855, 4965, 1551, 826, 321, 9170, 9240, 291, 4173, 5894, 3421, 4843, 570, 8694, 4675, 2711, 1826, 717]",121,6.50624,43.1598,4036172.0,2234641.0,2020,CBNMed,10.0,2893,65,2.85999989509583,5642,3015,2786,229,2864,2969,2969,2825,7982,1201,133,475,3281,783,783,2415,127.676651000977,193.235626220703,216.156204223633,203.745513916016,222.960632324219,68.5578918457031,411.758270263672,384.496215820312,316.321319580078,1,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
997,117271,"[487, 7291, 9886, 5210, 439, 1551, 6454, 6334, 5030, 826, 2102, 7519, 515, 6994, 9602, 1874, 9785, 9170, 9240, 790, 4173, 5717, 5974, 1779, 3507, 1751, 5894, 7764, 8609, 9807, 3208, 4464, 6993, 8826, 3421, 3421, 1253, 4843, 570, 1750, 8694, 2584, 2143, 4675, 837, 1826, 640, 717]",120,6.50692,43.1582,4036219.0,2234462.0,2020,CBNMed,10.0,2893,65,2.85999989509583,5642,3015,2786,229,2864,2969,2969,2825,7982,1201,133,475,3281,783,783,2415,127.676651000977,193.235626220703,216.156204223633,203.745513916016,222.960632324219,68.5578918457031,411.758270263672,384.496215820312,316.321319580078,1,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
998,117285,"[364, 2935, 8857, 1784, 4102, 2382, 9752, 8302, 3465]",181,6.50731,43.26941,4036789.0,2246771.0,2021,CBNMed,5.0,2895,73,3.0,5880,3024,2779,245,2864,2974,2974,2824,7916,1189,141,466,3250,832,832,2313,141.117416381836,207.07275390625,192.583557128906,231.527526855469,193.915924072266,70.5740356445312,427.534423828125,341.203399658203,214.507186889648,8,10.0,10.0,0.0660128071904182,10.0,9.0,0.0660128071904182,7.0,7.0,0.0,8.0
999,117299,"[4062, 2749, 9614, 7291, 2871, 2918, 4501, 7764, 5022, 803, 3187, 1824, 6330, 5815]",121,6.50757,43.1585,4036274.0,2234493.0,2020,CBNMed,10.0,2893,65,2.85999989509583,5642,3015,2786,229,2864,2969,2969,2825,7982,1201,133,475,3281,783,783,2415,127.676651000977,193.235626220703,216.156204223633,203.745513916016,222.960632324219,68.5578918457031,411.758270263672,384.496215820312,316.321319580078,1,0.0,7.0,1.78853058815002,10.0,8.0,1.78853058815002,7.0,7.0,0.0,8.0
1000,117307,"[271, 2102, 8168, 1957, 3207, 265, 1364, 6895, 9753, 9753]",121,6.50791,43.1594,4036306.0,2234591.0,2020,CBNMed,10.0,2893,65,2.85999989509583,5642,3015,2786,229,2864,2969,2969,2825,7982,1201,133,475,3281,783,783,2415,127.676651000977,193.235626220703,216.156204223633,203.745513916016,222.960632324219,68.5578918457031,411.758270263672,384.496215820312,316.321319580078,1,10.0,9.0,4.0,10.0,9.0,4.0,7.0,8.0,0.0,4.0
1001,117310,"[6612, 271, 4062, 6510, 8994, 3384, 7760, 265]",121,6.50803,43.1567,4036303.0,2234292.0,2020,CBNMed,10.0,2897,65,2.82999992370605,5628,3018,2790,228,2868,2972,2972,2829,7623,1147,126,476,3133,744,744,2311,128.0,189.049850463867,210.797592163086,205.272659301758,216.225830078125,68.5249252319336,418.275665283203,376.45166015625,320.0,1,10.0,9.0,4.0,10.0,9.0,4.0,7.0,8.0,0.0,4.0
1002,117312,"[271, 4904, 2749, 792, 9509, 4291, 8994, 8994, 7760, 8168, 2033, 3994, 3207, 7216, 265, 1364, 1364, 783, 7787, 2854, 9753, 9753]",114,6.50822,43.1788,4036425.0,2236737.0,2020,CBNMed,10.0,2891,66,2.85999989509583,5651,3014,2784,230,2863,2967,2967,2824,8620,1303,143,477,3552,847,847,2605,120.467132568359,197.646896362305,215.601455688477,215.863983154297,253.335952758789,67.5756759643555,379.248138427734,404.887878417969,365.240509033203,2,10.0,10.0,1.78853058815002,10.0,10.0,1.78853058815002,7.0,8.0,0.0,8.0
1003,117315,"[4904, 9078, 4965, 9509, 7570, 3384, 6146, 4173, 5111, 8602, 7276, 2489, 8694, 1826, 5834, 751, 717, 4961]",139,6.50836,43.1899,4036490.0,2237965.0,2020,CBNMed,10.0,2884,67,2.88000011444092,5624,3007,2776,231,2856,2960,2960,2817,8872,1343,147,477,3660,873,873,2677,119.618583679199,199.467086791992,223.637222290039,219.027221679688,308.421813964844,66.8951950073242,355.009643554688,425.963134765625,417.771026611328,8,10.0,10.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
1004,117316,"[6612, 9121, 6510, 7570, 3349, 5944, 4501, 662, 7764, 8913, 6993, 265, 1253]",121,6.50844,43.1563,4036334.0,2234246.0,2020,CBNMed,10.0,2897,64,2.79999995231628,5623,3018,2791,227,2869,2973,2973,2830,7613,1147,126,476,3129,743,743,2310,127.577354431152,190.0,226.0,220.0,211.0,69.0,414.0,366.0,309.856536865234,17,10.0,9.0,4.0,10.0,9.0,4.0,7.0,8.0,0.0,4.0
1005,117330,"[2164, 3947, 2242, 7648, 4965, 9121, 4998, 2355, 3097, 254, 254, 4051, 826, 255, 5891, 5891, 2102, 515, 3800, 2918, 8935, 8935, 2926, 6436, 8226, 3381, 6473, 5763, 265, 6361, 6361, 6361, 3212, 6895, 268, 9611, 2854, 772, 3633, 3218, 3218, 3218, 9020, 977, 1232]",169,6.509044,43.26888,4036927.0,2246706.0,2020,CBNMed,9.0,2895,73,2.98000001907349,5863,3023,2780,243,2864,2973,2973,2824,7776,1169,139,467,3193,817,817,2273,140.285873413086,208.380020141602,208.839599609375,225.190414428711,191.113510131836,70.3449325561523,434.372314453125,340.417663574219,226.372024536133,8,10.0,10.0,0.0660128071904182,10.0,9.0,0.0660128071904182,7.0,7.0,0.0,8.0
1006,117341,"[3947, 4355, 2242, 7648, 8283, 2355, 3097, 386, 254, 254, 5891, 515, 2918, 1662, 4649, 6436, 3381, 6473, 265, 3212, 9611, 10002, 7675, 6837, 9020]",169,6.509414,43.26927,4036959.0,2246748.0,2020,CBNMed,10.0,2895,73,2.98000001907349,5863,3023,2780,243,2864,2973,2973,2824,7776,1169,139,467,3193,817,817,2273,140.285873413086,208.380020141602,208.839599609375,225.190414428711,191.113510131836,70.3449325561523,434.372314453125,340.417663574219,226.372024536133,8,10.0,10.0,0.0660128071904182,10.0,9.0,0.0660128071904182,7.0,7.0,0.0,8.0
1007,117347,"[232, 5030, 1158, 1874, 7704, 7914, 4634, 4742]",121,6.5096,43.1648,4036470.0,2235182.0,2020,CBNMed,10.0,2895,65,2.82999992370605,5611,3016,2788,228,2866,2970,2970,2827,7958,1200,132,476,3273,779,779,2410,128.965774536133,194.097854614258,220.991516113281,207.706451416016,221.927597045898,69.0,412.178741455078,380.114807128906,299.436584472656,1,10.0,9.0,1.78853058815002,10.0,9.0,1.78853058815002,7.0,8.0,0.0,8.0
1008,117354,"[4355, 8283, 1894, 3341, 6334, 8025, 5891, 5891, 515, 1384, 9785, 8953, 1957, 1175, 7413, 4634, 6473, 3069, 6361, 1364, 7787, 9611, 7675, 8390, 9664, 775, 6730]",169,6.50978,43.26959,4036991.0,2246782.0,2020,CBNMed,3.0,2895,73,2.98000001907349,5863,3023,2780,243,2864,2973,2973,2824,7776,1169,139,467,3193,817,817,2273,140.285873413086,208.380020141602,208.839599609375,225.190414428711,191.113510131836,70.3449325561523,434.372314453125,340.417663574219,226.372024536133,8,10.0,10.0,0.0660128071904182,10.0,9.0,0.0660128071904182,7.0,7.0,0.0,8.0
1009,117367,"[1868, 9614, 7291, 9509, 439, 8814, 7519, 544, 2501, 4464, 5022, 8913, 6993, 3421, 8694, 4675, 751]",150,6.51032,43.1838,4036620.0,2237283.0,2020,CBNMed,10.0,2884,67,2.88000011444092,5624,3007,2776,231,2856,2960,2960,2817,8872,1343,147,477,3660,873,873,2677,119.618583679199,199.467086791992,223.637222290039,219.027221679688,308.421813964844,66.8951950073242,355.009643554688,425.963134765625,417.771026611328,8,10.0,10.0,1.78853058815002,10.0,10.0,1.78853058815002,7.0,8.0,0.0,8.0
1010,117372,"[9182, 4355, 9121, 8166, 9595, 5030, 1158, 7519, 3765, 6994, 1874, 3501, 6592, 5685, 6993, 8826, 2702, 9575, 4742, 1122, 2237, 775]",121,6.51045,43.1652,4036541.0,2235223.0,2020,CBNMed,10.0,2895,65,2.82999992370605,5611,3016,2788,228,2866,2970,2970,2827,7958,1200,132,476,3273,779,779,2410,128.965774536133,194.097854614258,220.991516113281,207.706451416016,221.927597045898,69.0,412.178741455078,380.114807128906,299.436584472656,8,10.0,9.0,1.78853058815002,10.0,9.0,1.78853058815002,7.0,8.0,0.0,8.0
1011,117375,"[3261, 9904, 4173, 7914, 6993, 570, 8604, 8694, 4675, 837]",139,6.51066,43.1891,4036673.0,2237868.0,2020,CBNMed,10.0,2884,67,2.88000011444092,5624,3007,2776,231,2856,2960,2960,2817,8872,1343,147,477,3660,873,873,2677,119.618583679199,199.467086791992,223.637222290039,219.027221679688,308.421813964844,66.8951950073242,355.009643554688,425.963134765625,417.771026611328,8,10.0,10.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
1012,117379,"[271, 271, 4965, 9509, 3649, 4885, 4856, 3384, 7760, 3994, 1364, 1364, 6895, 7787, 751]",139,6.5108,43.1952,4036714.0,2238543.0,2020,CBNMed,10.0,2881,67,2.90000009536743,5653,3004,2772,232,2852,2957,2957,2813,8965,1359,148,478,3702,884,884,2702,119.534820556641,197.108978271484,199.549057006836,207.170196533203,261.469970703125,67.1623229980469,372.555419921875,420.274383544922,389.582580566406,1,10.0,10.0,0.661320447921753,10.0,8.0,0.661320447921753,7.0,8.0,0.0,2.72822403907776
1013,117391,"[6966, 5030, 4856, 1384, 1874, 5273, 9240, 7701, 5484, 3929, 3091, 7787, 2143, 2711, 837]",150,6.51181,43.1858,4036751.0,2237499.0,2020,CBNMed,10.0,2884,67,2.88000011444092,5624,3007,2776,231,2856,2960,2960,2817,8872,1343,147,477,3660,873,873,2677,119.618583679199,199.467086791992,223.637222290039,219.027221679688,308.421813964844,66.8951950073242,355.009643554688,425.963134765625,417.771026611328,9,10.0,10.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
1014,117392,"[6966, 4615, 9760, 5273, 5484, 5111, 3929, 4512, 4843, 4675]",139,6.51185,43.1958,4036803.0,2238605.0,2020,CBNMed,10.0,2881,67,2.90000009536743,5653,3004,2772,232,2852,2957,2957,2813,8965,1359,148,478,3702,884,884,2702,119.534820556641,197.108978271484,199.549057006836,207.170196533203,261.469970703125,67.1623229980469,372.555419921875,420.274383544922,389.582580566406,1,10.0,10.0,0.661320447921753,10.0,8.0,0.661320447921753,7.0,8.0,0.0,2.72822403907776
1015,117458,"[9078, 4965, 8814, 8994, 7519, 7274, 3384, 1622, 291, 4173, 1751, 5894, 4464, 5022, 8510, 570, 8694, 1826, 775]",150,6.51543,43.187,4037052.0,2237618.0,2020,CBNMed,10.0,2884,67,2.88000011444092,5624,3007,2776,231,2856,2960,2960,2817,8872,1343,147,477,3660,873,873,2677,119.618583679199,199.467086791992,223.637222290039,219.027221679688,308.421813964844,66.8951950073242,355.009643554688,425.963134765625,417.771026611328,9,10.0,10.0,1.28145217895508,10.0,9.0,1.28145217895508,7.0,8.0,0.0,4.0
1016,117494,"[2855, 4965, 9886, 4906, 8424, 1740, 5212, 6510, 9509, 5030, 2918, 1384, 9785, 8119, 5111, 4634, 7216, 783, 4599, 1824, 8694, 751]",121,6.51737,43.1645,4037101.0,2235120.0,2020,CBNMed,10.0,2897,64,2.80999994277954,5618,3017,2791,226,2868,2972,2972,2829,7917,1196,131,476,3257,774,774,2400,129.895446777344,,,,,,,,283.253509521484,1,10.0,9.0,1.78853058815002,10.0,9.0,1.78853058815002,7.0,8.0,0.0,8.0
1017,117508,"[2855, 4355, 5212, 321, 9170, 4173, 8378, 8602, 4512, 7216, 6845, 4843, 8694, 1826]",121,6.51826,43.1636,4037169.0,2235017.0,2020,CBNMed,10.0,2897,64,2.80999994277954,5618,3017,2791,226,2868,2972,2972,2829,7917,1196,131,476,3257,774,774,2400,129.895446777344,,,,,,,,283.253509521484,1,,,,,,,,,,
1018,117511,"[7739, 6764, 3947, 3947, 6342, 3097, 7415, 3634, 2926, 3069, 6837]",132,6.518925,43.26492,4037712.0,2246230.0,2021,CBNMed,5.0,2896,71,2.95000004768372,5842,3024,2783,241,2866,2975,2975,2826,7614,1148,134,469,3133,791,791,2238,135.20539855957,200.916870117188,173.856719970703,223.227142333984,168.151397705078,71.0,428.283905029297,348.488952636719,243.662094116211,9,10.0,10.0,0.144801259040833,10.0,9.0,0.144801259040833,7.0,7.0,0.0,4.0
1019,117515,"[271, 4355, 6510, 9509, 7570, 6334, 8994, 9170, 3384, 1622, 5717, 5400, 3753, 9120, 4634, 7216, 4843, 751]",121,6.51899,43.1648,4037234.0,2235147.0,2020,CBNMed,10.0,2897,64,2.80999994277954,5618,3017,2791,226,2868,2972,2972,2829,7917,1196,131,476,3257,774,774,2400,129.895446777344,,,,,,,,283.253509521484,1,10.0,9.0,4.0,10.0,10.0,4.0,7.0,8.0,0.0,8.0
1020,117522,"[5803, 3947, 3947, 2355, 7415, 515, 2918, 3634, 6864, 6850, 4630, 6473, 3069, 3212, 9611, 6837, 9020]",132,6.519292,43.26527,4037743.0,2246268.0,2021,CBNMed,5.0,2896,71,2.95000004768372,5842,3024,2783,241,2866,2975,2975,2826,7614,1148,134,469,3133,791,791,2238,135.20539855957,200.916870117188,173.856719970703,223.227142333984,168.151397705078,71.0,428.283905029297,348.488952636719,243.662094116211,9,10.0,10.0,0.144801259040833,10.0,9.0,0.144801259040833,7.0,7.0,0.0,4.0
1021,117526,"[871, 4355, 3261, 1158, 633, 1874, 9785, 3501, 5111, 3208, 3381, 4634, 6993, 8826, 9575, 570, 4742, 775]",150,6.51944,43.16572,4037276.0,2235247.0,2020,CBNMed,10.0,2897,64,2.80999994277954,5618,3017,2791,226,2868,2972,2972,2829,7917,1196,131,476,3257,774,774,2400,129.895446777344,,,,,,,,283.253509521484,10,10.0,9.0,4.0,10.0,10.0,4.0,7.0,8.0,0.0,8.0
1022,117538,"[2164, 4355, 3422, 9121, 8424, 1894, 3341, 5891, 515, 5480, 1384, 8953, 4933, 7413, 6473, 3852, 783, 8914, 830, 6859, 5939, 4686]",137,6.520561,43.26654,4037852.0,2246403.0,2021,CBNMed,4.0,2894,71,2.95000004768372,5827,3022,2780,242,2864,2972,2972,2824,7689,1157,137,467,3159,806,806,2249,138.3994140625,206.925369262695,216.557312011719,221.453582763672,181.540939331055,70.4404373168945,431.917846679688,346.3828125,236.667526245117,9,10.0,10.0,0.144801259040833,10.0,9.0,0.144801259040833,7.0,7.0,0.0,4.0
1023,117539,"[7032, 7427, 5076, 9170, 3501, 8826, 2569, 179, 751]",150,6.52067,43.1654,4037374.0,2235207.0,2020,CBNMed,10.0,2897,64,2.80999994277954,5618,3017,2791,226,2868,2972,2972,2829,7917,1196,131,476,3257,774,774,2400,129.895446777344,,,,,,,,283.253509521484,13,10.0,9.0,4.0,10.0,10.0,4.0,7.0,8.0,0.0,8.0
1024,117601,"[2181, 692, 3145, 3904, 4166, 5200, 2790, 2838, 6273, 970, 7726, 1258, 9135, 1244, 385, 9655, 1283, 593, 7262, 8952, 2875, 9124, 6738, 118, 747, 2959, 6166]",193,6.52355,44.37402,4043464.0,2369049.0,2017,CBNA,10.0,2740,103,3.46000003814697,7059,2888,2589,299,2752,2663,2831,2649,13559,1619,684,235,4268,2432,2992,2800,103.608375549316,232.403060913086,182.640335083008,222.875198364258,440.518981933594,62.691780090332,377.315307617188,400.125091552734,800.081420898438,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.852497637271881
